Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Ohio St. 6,19,B10,25-9,.8828,107.1,122,89.9,4,65.4,224,-.028,243,.6744,38,108.2,37,101.6,48,.4249,270,0,0,0,0,0,0
Dayton 11,53,A10,23-10,.7834,113.4,30,101.4,101,65.2,236,+.019,137,.6011,91,106.2,98,102.4,84,.4699,203,1,1,1,0,0,0
Syracuse 3,15,ACC,27-5,.8926,113.2,34,94.2,18,61.3,343,+.035,100,.6626,49,108.6,19,102.4,83,.4636,214,1,0,0,0,0,0
Western Michigan 14,113,MAC,23-9,.6182,106.7,128,102.3,119,66.9,144,+.086,22,.4410,215,103.3,236,105.4,208,.4111,286,0,0,0,0,0,0
New Mexico 7,28,MWC,27-6,.8570,112.7,38,96.5,38,66.1,191,+.044,83,.6001,92,106.7,78,103.0,98,.5798,84,0,0,0,0,0,0
Stanford 10,37,P12,21-12,.8182,112.5,39,98.7,60,66.5,167,+.006,170,.6961,19,108.4,33,100.9,16,.5653,97,1,1,0,0,0,0
Kansas 2,9,B12,24-9,.9108,118.6,6,96.9,45,68.2,81,-.040,269,.7686,1,111.1,1,100.1,5,.7288,11,1,0,0,0,0,0
Eastern Kentucky 15,129,OVC,24-9,.5777,111.3,53,108.3,240,66.1,190,+.041,88,.3759,280,103.7,200,108.4,323,.4310,262,0,0,0,0,0,0
Virginia 1,4,ACC,28-6,.9419,114.0,25,89.5,3,61.0,345,+.028,113,.6931,22,108.5,24,101.1,26,.5435,123,1,1,0,0,0,0
Coastal Carolina 16,232,BSth,21-12,.3551,97.3,298,102.5,125,67.2,131,+.042,84,.2909,344,101.7,309,109.9,348,.3897,304,0,0,0,0,0,0
Memphis 8,45,Amer,23-9,.8020,110.4,67,97.8,53,69.4,50,+.039,92,.6413,63,106.9,73,101.7,56,.5125,156,1,0,0,0,0,0
George Washington 9,46,A10,24-8,.8017,109.4,81,96.8,44,67.3,121,+.070,37,.6197,77,106.4,90,102.0,66,.4953,179,0,0,0,0,0,0
Cincinnati 5,24,Amer,27-6,.8701,107.9,110,91.4,9,63.2,317,+.050,74,.5900,98,106.1,99,102.8,92,.4030,290,0,0,0,0,0,0
Harvard 12,33,Ivy,26-4,.8390,111.2,56,96.3,35,65.1,243,+.024,129,.4649,185,103.3,233,104.5,172,.5324,134,1,0,0,0,0,0
Michigan St. 4,10,B10,26-8,.9038,117.3,11,96.5,39,65.6,214,-.009,206,.7044,11,108.5,26,100.6,12,.5119,158,1,1,1,0,0,0
Delaware 13,105,CAA,25-9,.6367,110.9,60,105.6,192,72.1,10,+.059,55,.4859,168,104.8,145,105.3,207,.5901,72,0,0,0,0,0,0
North Carolina 6,26,ACC,23-9,.8646,111.0,58,94.5,22,70.9,18,+.006,168,.6872,29,109.2,10,102.0,64,.5309,135,1,0,0,0,0,0
Providence 11,40,BE,23-11,.8115,114.3,22,100.6,93,64.9,251,+.068,41,.7028,12,108.6,20,100.8,14,.5120,157,0,0,0,0,0,0
Iowa St. 3,23,B12,26-7,.8758,115.9,15,97.8,54,71.7,13,+.072,34,.7214,5,110.2,2,101.4,43,.5276,137,1,1,0,0,0,0
North Carolina Central 14,78,MEAC,28-5,.7189,107.5,117,99.0,63,64.3,277,+.037,96,.2745,348,98.3,350,107.0,276,.4914,183,0,0,0,0,0,0
Connecticut 7,25,Amer,26-8,.8688,109.5,80,92.9,11,65.0,247,+.059,54,.6603,50,107.5,57,101.4,44,.5094,159,1,1,1,1,1,1
Saint Joseph's 10,49,A10,24-9,.7935,110.3,68,98.1,55,65.7,209,+.091,16,.6365,69,106.7,81,101.6,54,.5075,163,0,0,0,0,0,0
Villanova 2,6,BE,28-4,.9196,115.8,16,93.7,14,67.1,132,+.086,21,.6939,20,110.0,3,102.4,82,.5818,81,1,0,0,0,0,0
Milwaukee 15,163,Horz,21-13,.4890,104.5,177,104.9,172,67.5,112,+.120,5,.5080,149,104.0,181,103.7,122,.4628,217,0,0,0,0,0,0
Arizona 1,1,P12,30-4,.9540,113.1,35,86.9,1,64.4,273,+.024,123,.6983,16,108.6,22,100.9,19,.5666,95,1,1,1,0,0,0
Weber St. 16,169,BSky,19-11,.4782,105.6,150,106.4,207,64.4,272,-.001,184,.3454,310,103.4,218,109.3,344,.6491,38,0,0,0,0,0,0
Gonzaga 8,20,WCC,28-6,.8804,111.5,50,93.7,13,66.1,189,-.006,199,.5880,100,107.9,46,104.6,175,.5414,127,1,0,0,0,0,0
Oklahoma St. 9,22,B12,21-12,.8780,114.0,24,96.0,29,68.5,72,-.101,342,.6777,34,108.3,35,101.5,47,.4325,257,0,0,0,0,0,0
Oklahoma 5,29,B12,23-9,.8538,116.9,13,100.3,81,71.3,17,-.012,210,.6990,15,108.9,13,101.2,30,.5086,161,0,0,0,0,0,0
North Dakota St. 12,55,Sum,25-6,.7713,114.7,20,103.2,140,64.2,278,+.071,36,.5156,139,105.9,105,105.3,204,.6482,39,1,0,0,0,0,0
San Diego St. 4,21,MWC,29-4,.8787,108.0,103,90.9,7,64.1,285,+.078,26,.5874,101,106.6,85,103.3,108,.5622,100,1,1,0,0,0,0
New Mexico St. 13,72,WAC,26-9,.7325,112.1,42,102.7,129,66.5,170,-.017,221,.4294,230,103.3,234,105.8,238,.5762,88,0,0,0,0,0,0
Baylor 6,31,B12,24-11,.8492,118.6,7,102.0,114,62.6,331,+.012,151,.7090,8,109.0,11,100.9,18,.4990,175,1,1,0,0,0,0
Nebraska 11,48,B10,19-12,.7977,108.2,99,96.0,30,66.2,188,+.052,72,.6866,30,106.8,77,99.8,3,.4667,207,0,0,0,0,0,0
Creighton 3,8,BE,26-7,.9121,125.7,1,102.5,127,65.1,241,-.009,205,.6827,32,107.4,60,100.5,9,.5247,145,1,0,0,0,0,0
Louisiana Lafayette 14,115,SB,23-11,.6106,109.9,74,105.7,193,69.9,36,+.046,81,.4962,160,104.5,158,104.6,178,.6402,45,0,0,0,0,0,0
Oregon 7,30,P12,23-9,.8524,117.1,12,100.6,90,68.8,63,-.032,250,.6602,51,107.6,52,101.6,50,.4671,206,1,0,0,0,0,0
BYU 10,50,WCC,23-11,.7919,113.7,27,101.2,100,72.2,8,-.007,200,.6489,59,108.4,34,102.7,91,.6805,23,0,0,0,0,0,0
Wisconsin 2,11,B10,26-7,.9000,119.5,5,98.7,59,64.4,275,+.020,132,.7252,3,108.4,31,99.6,1,.6007,64,1,1,1,1,0,0
American 15,96,Pat,20-12,.6636,103.2,198,97.3,46,61.4,342,-.032,251,.4380,217,103.1,244,105.4,209,.5057,167,0,0,0,0,0,0
