Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Temple 10,86,Amer,21-11,.7030,105.1,150,97.5,52,66.9,275,+.113,10,.6320,66,106.0,71,101.1,54,.5694,103,0,0,0,0,0,0
Villanova 2,5,BE,29-5,.9352,117.2,11,93.0,7,67.4,249,+.012,143,.6873,32,107.7,40,100.5,29,.5900,76,1,1,1,1,1,1
UNC Asheville 15,116,BSth,22-11,.6194,102.5,190,98.2,60,71.1,74,-.045,286,.4060,257,102.9,216,106.4,295,.5918,74,0,0,0,0,0,0
Oregon 1,9,P12,28-6,.9123,119.4,5,97.4,50,68.7,184,+.035,92,.7022,24,107.0,52,99.3,7,.5152,169,1,1,1,0,0,0
Holy Cross 16,268,Pat,14-19,.2702,97.0,297,105.8,217,64.4,338,+.048,65,.3718,295,101.5,287,106.3,286,.4098,287,0,0,0,0,0,0
Saint Joseph's 8,37,A10,27-7,.8159,112.9,31,99.2,74,71.3,66,+.034,94,.5749,97,104.9,103,102.2,101,.5231,155,1,0,0,0,0,0
Cincinnati 9,31,Amer,22-10,.8414,107.7,97,93.1,8,65.8,320,-.053,303,.6070,76,105.6,84,101.7,78,.4685,220,0,0,0,0,0,0
Baylor 5,24,B12,22-11,.8705,116.9,13,99.0,72,67.3,255,+.002,174,.7438,7,108.2,25,98.6,2,.4590,231,0,0,0,0,0,0
Yale 12,38,Ivy,22-6,.8132,108.0,92,95.0,21,66.7,284,+.031,101,.4691,189,104.1,149,105.2,223,.5131,172,1,0,0,0,0,0
Duke 4,22,ACC,23-10,.8752,119.3,6,100.7,110,68.5,196,-.039,272,.7256,13,109.8,3,100.9,46,.5752,98,1,1,0,0,0,0
UNC Wilmington 13,74,CAA,25-7,.7290,109.4,74,100.4,105,70.7,87,+.041,80,.5202,135,104.4,135,103.6,149,.4179,275,0,0,0,0,0,0
Texas 6,30,B12,20-12,.8487,111.5,44,96.0,32,66.3,301,+.037,86,.7732,1,110.0,2,98.8,3,.6083,56,0,0,0,0,0,0
Northern Iowa 11,76,MVC,22-12,.7240,105.7,135,97.2,45,62.9,346,+.017,127,.5813,90,104.0,153,101.1,50,.6640,21,1,0,0,0,0,0
Texas A&M; 3,17,SEC,26-8,.8923,112.6,36,93.7,12,67.5,247,+.002,176,.6742,43,107.7,38,101.1,55,.5547,115,1,1,0,0,0,0
Green Bay 14,117,Horz,23-12,.6190,107.7,96,103.2,168,76.6,6,+.046,69,.4962,155,103.3,188,103.4,140,.5569,114,0,0,0,0,0,0
Oregon St. 7,60,P12,19-12,.7691,109.3,76,98.4,62,68.2,210,+.052,56,.7249,15,108.5,23,99.7,10,.5415,134,0,0,0,0,0,0
VCU 10,35,A10,24-10,.8259,108.8,82,95.0,22,69.9,118,-.065,321,.5566,105,105.5,87,103.4,142,.4981,183,1,0,0,0,0,0
Oklahoma 2,7,B12,25-7,.9199,115.4,20,93.3,11,70.8,83,+.008,159,.7589,3,109.7,5,99.3,6,.5397,138,1,1,1,1,0,0
Cal St. Bakersfield 15,95,WAC,24-8,.6902,102.3,196,95.4,25,68.6,191,-.001,177,.3306,329,99.7,332,106.0,273,.4480,244,0,0,0,0,0,0
Virginia 1,2,ACC,26-7,.9482,118.3,9,91.9,4,61.4,351,-.043,281,.7548,4,109.8,4,99.5,9,.6087,55,1,1,1,0,0,0
Hampton 16,222,MEAC,21-10,.3639,99.9,245,104.8,191,72.2,43,+.147,2,.3018,342,99.1,340,106.6,309,.5837,86,0,0,0,0,0,0
Texas Tech 8,42,B12,19-12,.8096,113.5,28,100.1,93,66.7,286,+.036,90,.7389,8,108.6,21,99.2,5,.4967,185,0,0,0,0,0,0
Butler 9,40,BE,21-10,.8129,115.6,19,101.8,131,68.9,166,-.004,185,.6370,63,105.9,74,100.9,45,.4150,279,1,0,0,0,0,0
Purdue 5,10,B10,26-8,.9078,115.3,21,94.5,18,68.3,208,-.031,253,.6563,56,107.5,44,101.6,77,.4265,266,0,0,0,0,0,0
Arkansas Little Rock 12,47,SB,29-4,.7978,108.3,85,96.1,35,64.0,345,+.032,98,.4581,199,102.6,237,104.2,171,.4950,188,1,0,0,0,0,0
Iowa St. 4,18,B12,21-11,.8919,120.5,3,100.3,101,71.8,54,-.070,326,.7452,6,108.0,31,98.4,1,.5192,161,1,1,0,0,0,0
Iona 13,73,MAAC,22-10,.7310,110.4,60,101.2,120,72.2,44,-.002,180,.4792,178,103.1,207,103.8,155,.6384,36,0,0,0,0,0,0
Seton Hall 6,26,BE,25-8,.8674,110.7,55,94.0,17,70.3,104,+.008,158,.6673,49,106.1,68,99.9,14,.4372,255,0,0,0,0,0,0
Gonzaga 11,28,WCC,26-7,.8609,114.6,24,97.8,55,68.0,223,-.025,243,.5502,110,105.5,85,103.7,153,.6297,40,1,1,0,0,0,0
Utah 3,29,P12,26-8,.8547,113.7,27,97.5,51,66.5,294,+.110,13,.7038,23,107.9,34,100.1,16,.5190,162,1,0,0,0,0,0
Fresno St. 14,105,MWC,25-9,.6595,106.2,124,100.3,100,69.7,129,+.088,23,.5158,141,103.6,176,103.0,126,.4583,233,0,0,0,0,0,0
Dayton 7,54,A10,25-7,.7806,104.7,160,93.8,14,68.8,175,+.077,32,.5793,92,105.9,77,102.9,120,.5596,110,0,0,0,0,0,0
Syracuse 10,41,ACC,19-13,.8111,109.4,75,96.4,38,65.7,321,-.047,290,.6935,29,108.7,18,101.3,60,.4948,189,1,1,1,1,0,0
Michigan St. 2,3,B10,29-5,.9450,121.3,2,94.8,19,67.4,253,-.004,184,.6500,60,105.8,79,100.3,20,.4771,208,0,0,0,0,0,0
Middle Tennessee 15,124,CUSA,24-9,.5926,102.2,198,99.0,71,68.3,204,+.058,44,.4443,215,103.8,168,105.8,261,.5490,122,1,0,0,0,0,0
