Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Michigan 3,10,B10,28-7,+23.19,115.9,29,92.7,5,64.4,333,+.037,90,+8.78,41,111.1,22,102.3,63,-4.60,300,1,1,1,1,1,0
Montana 14,71,BSky,26-7,+10.83,110.1,82,99.3,65,68.0,183,-.005,185,-2.18,204,104.3,196,106.5,206,+2.52,91,0,0,0,0,0,0
Texas A&M; 7,30,SEC,20-12,+16.91,111.2,71,94.3,12,69.0,120,-.007,194,+11.34,7,112.1,3,100.8,21,+5.29,38,1,1,0,0,0,0
Providence 10,63,BE,21-13,+11.92,108.9,104,97.0,35,67.1,223,+.088,20,+10.42,19,112.0,5,101.6,49,-1.02,187,0,0,0,0,0,0
North Carolina 2,7,ACC,25-10,+25.03,122.0,4,96.9,34,71.0,50,-.019,227,+14.05,1,112.5,1,98.4,1,+7.99,15,1,0,0,0,0,0
Lipscomb 15,165,ASun,23-9,+0.36,103.8,197,103.4,131,74.9,5,+.114,6,-4.94,280,103.2,259,108.1,294,+6.07,30,0,0,0,0,0,0
Virginia 1,1,ACC,31-2,+32.15,116.5,21,84.4,1,59.2,351,+.032,98,+9.99,25,110.9,29,100.9,26,+0.22,160,0,0,0,0,0,0
UMBC 16,184,AE,24-10,-1.91,103.4,208,105.3,170,68.2,177,+.145,1,-5.63,296,102.5,286,108.2,296,-3.40,278,1,0,0,0,0,0
Creighton 8,27,BE,21-11,+17.28,116.5,22,99.2,61,70.8,53,-.018,226,+9.23,38,111.1,20,101.9,55,-3.82,291,0,0,0,0,0,0
Kansas St. 9,44,B12,22-11,+14.75,112.2,60,97.4,41,65.5,302,+.056,56,+9.20,39,111.4,17,102.2,60,-6.03,321,1,1,1,0,0,0
Kentucky 5,18,SEC,24-10,+20.41,116.4,25,96.0,23,68.6,154,-.001,177,+11.17,9,111.1,21,99.9,4,+5.05,43,1,1,0,0,0,0
Davidson 12,43,A10,21-11,+14.91,117.4,18,102.5,115,64.2,335,-.051,297,+1.88,107,105.9,130,104.0,96,+1.71,118,0,0,0,0,0,0
Arizona 4,21,P12,27-7,+19.37,119.0,15,99.6,70,67.3,215,+.025,116,+6.33,66,108.9,65,102.6,69,+2.82,86,0,0,0,0,0,0
Buffalo 13,77,MAC,26-8,+10.49,114.3,42,103.8,138,72.8,15,-.005,188,-1.02,165,104.8,174,105.8,167,+4.08,66,1,0,0,0,0,0
Miami FL 6,36,ACC,22-9,+15.71,113.3,52,97.6,45,67.1,225,+.034,95,+8.17,50,109.6,50,101.4,44,-3.58,283,0,0,0,0,0,0
Loyola Chicago 11,41,MVC,28-5,+15.14,111.3,68,96.2,24,65.3,312,+.058,53,+0.07,140,103.8,224,103.7,89,-5.63,316,1,1,1,1,0,0
Tennessee 3,11,SEC,25-8,+22.15,114.8,40,92.7,4,66.2,271,+.040,81,+11.62,4,112.2,2,100.5,15,+7.56,18,1,0,0,0,0,0
Wright St. 14,135,Horz,25-9,+2.82,101.1,248,98.3,53,68.2,175,+.056,57,-4.78,274,102.6,281,107.4,257,+2.30,100,0,0,0,0,0,0
Nevada 7,24,MWC,27-7,+18.18,119.9,10,101.7,105,69.5,99,-.028,259,+4.45,79,107.3,90,102.9,72,+4.20,61,1,1,0,0,0,0
Texas 10,39,B12,19-14,+15.46,109.4,94,93.9,10,65.2,315,-.018,223,+11.77,3,111.7,11,99.9,5,+2.19,105,0,0,0,0,0,0
Cincinnati 2,4,Amer,30-4,+27.00,113.2,54,86.2,2,64.7,322,-.004,183,+3.18,89,107.0,97,103.8,91,-4.14,295,1,0,0,0,0,0
Georgia St. 15,96,SB,24-10,+7.21,109.0,101,101.8,106,66.9,236,-.022,238,-2.79,227,103.7,226,106.5,211,-2.88,259,0,0,0,0,0,0
