Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Kentucky 1,4,SEC,35-3,+26.54,114.9,22,88.3,6,68.3,66,+.060,43,+7.06,55,106.5,50,99.5,57,-1.28,194,1,1,1,0,0,0
East Tennessee St. 16,150,ASun,20-15,+2.47,100.9,199,98.4,93,66.8,125,-.004,179,-1.26,186,102.1,187,103.3,185,+8.97,13,0,0,0,0,0,0
Texas 8,19,B12,24-10,+20.75,113.9,24,93.1,30,71.5,11,-.014,209,+9.01,27,107.2,35,98.2,18,-1.32,195,0,0,0,0,0,0
Wake Forest 9,58,ACC,20-11,+14.12,107.1,106,93.0,29,68.7,58,+.067,39,+10.51,9,107.4,28,96.9,3,-0.82,165,1,0,0,0,0,0
Temple 5,21,A10,29-6,+20.12,107.8,93,87.7,3,60.4,332,+.076,26,+6.07,67,106.4,57,100.3,86,+5.68,49,0,0,0,0,0,0
Cornell 12,46,Ivy,29-5,+15.92,117.4,9,101.5,149,63.9,261,+.068,36,-0.66,173,101.2,218,101.9,130,+4.12,65,1,1,0,0,0,0
Wisconsin 4,9,B10,24-9,+23.56,115.2,20,91.6,19,59.2,339,-.013,202,+8.69,33,107.9,18,99.2,49,+1.01,128,1,0,0,0,0,0
Wofford 13,82,SC,26-9,+10.12,104.6,147,94.4,45,63.5,273,-.023,242,-1.55,193,102.2,183,103.8,203,+4.23,63,0,0,0,0,0,0
Marquette 6,24,BE,22-12,+19.65,115.1,21,95.5,55,62.3,305,-.064,312,+9.05,23,108.0,17,98.9,44,-6.52,311,0,0,0,0,0,0
Washington 11,32,P10,26-10,+18.19,111.7,44,93.6,33,71.7,10,+.029,94,+6.97,57,106.7,44,99.7,62,+1.13,126,1,1,0,0,0,0
New Mexico 3,43,MWC,30-5,+16.18,113.6,26,97.4,74,67.4,98,+.096,13,+4.09,90,105.0,92,100.9,96,+1.85,109,1,0,0,0,0,0
Montana 14,95,BSky,22-10,+8.08,106.5,116,98.4,92,62.0,312,-.042,278,-2.21,205,103.4,153,105.6,289,-0.86,168,0,0,0,0,0,0
Clemson 7,25,ACC,21-11,+19.28,110.9,50,91.6,20,67.6,87,-.041,277,+8.76,31,106.3,61,97.6,11,-2.85,239,0,0,0,0,0,0
Missouri 10,22,B12,23-11,+19.99,111.5,46,91.5,18,68.8,51,-.035,264,+8.17,44,107.1,39,98.9,43,-6.10,306,1,0,0,0,0,0
West Virginia 2,5,BE,31-7,+25.54,117.2,12,91.7,21,62.6,296,+.057,45,+12.58,1,110.0,1,97.5,7,+5.45,50,1,1,1,1,0,0
Morgan St. 15,156,MEAC,27-10,+1.58,105.5,135,104.0,203,68.6,62,+.078,24,-7.71,302,98.2,300,105.9,301,+0.13,143,0,0,0,0,0,0
Kansas 1,2,B12,33-3,+31.85,120.4,2,88.5,8,67.2,105,+.038,83,+9.53,16,108.2,16,98.7,32,+1.13,125,1,0,0,0,0,0
Lehigh 16,186,Pat,22-11,-0.97,105.6,134,106.6,249,68.9,48,+.018,116,-10.02,326,96.8,322,106.8,330,-8.95,340,0,0,0,0,0,0
UNLV 8,41,MWC,25-9,+16.56,110.6,55,94.0,40,66.3,156,-.013,205,+4.08,91,104.8,104,100.7,93,+0.67,135,0,0,0,0,0,0
Northern Iowa 9,27,MVC,30-5,+18.87,109.6,67,90.8,13,58.9,340,+.034,85,+4.08,92,105.7,73,101.6,115,-1.58,200,1,1,0,0,0,0
Michigan St. 5,20,B10,28-9,+20.13,112.8,33,92.7,27,65.3,203,+.027,96,+9.03,24,107.5,26,98.5,29,-0.94,173,1,1,1,1,0,0
New Mexico St. 12,112,WAC,22-12,+6.03,111.6,45,105.5,231,70.3,24,+.122,5,+4.03,94,105.8,72,101.7,120,+2.09,102,0,0,0,0,0,0
Maryland 4,13,ACC,24-9,+22.37,118.3,7,95.9,57,68.7,53,-.023,241,+8.87,28,106.7,46,97.8,15,-4.35,276,1,0,0,0,0,0
Houston 13,88,CUSA,19-16,+8.79,112.0,42,103.2,179,71.1,14,-.083,335,+3.76,100,105.0,93,101.2,104,+0.68,134,0,0,0,0,0,0
Tennessee 6,30,SEC,28-9,+18.50,108.9,75,90.4,11,67.5,91,+.082,20,+8.67,34,107.4,32,98.7,35,-0.48,160,1,1,1,0,0,0
San Diego St. 11,40,MWC,25-9,+16.58,111.4,48,94.9,51,63.1,284,+.006,155,+5.40,76,105.3,84,99.9,69,+2.24,99,0,0,0,0,0,0
Georgetown 3,11,BE,23-11,+22.64,116.8,13,94.2,42,65.8,182,-.035,266,+11.55,3,109.0,4,97.4,6,+3.35,79,0,0,0,0,0,0
Ohio 14,94,MAC,22-15,+8.25,107.3,103,99.0,100,68.8,50,-.068,319,+0.76,155,103.1,163,102.3,152,-0.90,170,1,0,0,0,0,0
Oklahoma St. 7,39,B12,22-11,+16.72,112.2,40,95.4,54,66.2,159,+.011,136,+8.47,38,107.2,36,98.7,36,-4.33,274,0,0,0,0,0,0
Georgia Tech 10,31,ACC,23-13,+18.22,109.2,71,91.0,15,68.2,67,-.034,262,+10.94,7,107.4,31,96.4,2,-2.46,229,1,0,0,0,0,0
Ohio St. 2,7,B10,29-8,+24.99,117.5,8,92.5,26,64.6,232,+.007,152,+7.88,49,106.3,60,98.4,26,-2.92,243,1,1,0,0,0,0
UC Santa Barbara 15,153,BW,20-10,+2.11,100.0,212,97.9,86,66.3,150,+.125,3,-1.00,182,102.8,170,103.8,202,+3.46,77,0,0,0,0,0,0
Syracuse 1,3,BE,30-5,+27.62,118.5,6,90.9,14,68.7,59,-.008,191,+8.62,36,108.5,10,99.8,67,-2.96,246,1,1,0,0,0,0
Vermont 16,136,AE,25-10,+3.08,104.1,151,101.0,136,66.1,167,+.068,35,-6.32,284,98.8,287,105.1,261,-3.11,251,0,0,0,0,0,0
Gonzaga 8,44,WCC,27-7,+16.14,112.3,38,96.1,63,67.5,95,+.079,23,+3.42,104,105.5,79,102.1,137,+4.43,61,1,0,0,0,0,0
Florida St. 9,33,ACC,22-10,+18.02,105.0,145,87.0,2,65.3,208,+.009,142,+9.01,26,107.3,34,98.3,21,-2.88,241,0,0,0,0,0,0
Butler 5,12,Horz,33-5,+22.45,111.0,49,88.5,7,63.0,286,+.032,91,+6.85,60,106.7,45,99.9,68,+11.11,4,1,1,1,1,1,0
UTEP 12,42,CUSA,26-7,+16.53,107.7,95,91.2,16,67.9,76,+.024,104,+2.62,120,104.1,129,101.5,112,-4.26,270,0,0,0,0,0,0
Vanderbilt 4,36,SEC,24-9,+17.54,113.7,25,96.2,64,68.7,56,+.019,115,+8.14,45,107.1,37,99.0,47,+1.50,117,0,0,0,0,0,0
Murray St. 13,53,OVC,31-5,+15.06,109.0,74,94.0,36,65.6,192,-.011,200,-5.78,272,100.2,252,106.0,311,-5.24,288,1,0,0,0,0,0
Xavier 6,18,A10,26-9,+20.87,115.5,18,94.6,47,68.9,47,+.010,139,+8.04,46,106.2,64,98.2,19,+7.27,30,1,1,0,0,0,0
Minnesota 11,34,B10,21-14,+17.97,112.0,41,94.1,41,65.6,190,-.055,302,+8.37,40,107.7,24,99.3,52,-3.72,261,0,0,0,0,0,0
Pittsburgh 3,28,BE,25-9,+18.66,111.4,47,92.8,28,61.3,319,+.041,76,+7.87,50,107.7,23,99.8,66,-2.76,233,1,0,0,0,0,0
Oakland 14,135,Sum,26-9,+3.19,107.5,98,104.3,209,69.5,33,+.173,1,-2.75,221,101.6,205,104.4,232,+10.65,5,0,0,0,0,0,0
BYU 7,10,MWC,30-6,+23.27,117.3,10,94.0,37,71.1,15,+.012,130,+3.88,98,104.9,96,101.0,99,-0.03,148,1,0,0,0,0,0
Florida 10,50,SEC,21-13,+15.23,113.0,31,97.8,83,63.9,262,-.061,309,+7.75,51,106.6,48,98.8,42,-1.96,216,0,0,0,0,0,0
Kansas St. 2,6,B12,29-8,+25.52,116.1,15,90.6,12,69.4,36,-.008,192,+11.99,2,109.5,2,97.5,10,+2.37,96,1,1,1,0,0,0
North Texas 15,175,SB,24-9,-0.47,103.4,164,103.8,199,67.4,99,+.113,8,-5.87,275,99.9,261,105.7,294,-2.96,245,0,0,0,0,0,0
