Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
North Carolina 1,9,ACC,27-7,+24.57,117.8,25,93.2,6,70.5,42,-0.024,250,+11.30,20,112.4,19,101.2,31,+7.00,39,1,1,0,0,0,0
Wagner 16,291,NEC,17-15,-9.91,96.1,333,106,173,61.4,361,+.035,98,-8.09,353,100.4,353,108.5,313,-1.14,238,0,0,0,0,0,0
Mississippi St. 8,31,SEC,21-13,+17.95,113.6,60,95.7,18,67.1,200,-0.044,289,+11.24,21,112.6,16,101.4,41,+0.92,169,0,0,0,0,0,0
Michigan St. 9,20,B10,19-14,+20.01,113.7,58,93.7,9,65.2,308,-0.104,355,+12.40,9,114.2,4,101.8,57,+4.53,79,1,0,0,0,0,0
Saint Mary's 5,18,WCC,26-7,+20.12,115,44,94.9,14,62,358,+.020,129,+3.40,110,108.4,104,105,131,+5.71,57,0,0,0,0,0,0
Grand Canyon 12,52,WAC,29-4,+14.15,113.6,61,99.4,45,68.1,135,+.022,119,-1.08,202,104.3,274,105.4,143,-1.25,244,1,0,0,0,0,0
Alabama 4,12,SEC,21-11,+22.41,125.5,3,103.1,113,72.7,11,-0.028,264,+13.71,5,114.5,1,100.8,18,+9.26,17,1,1,1,1,0,0
Charleston 13,99,CAA,27-7,+7.60,113.7,57,106.1,175,69.8,58,+.050,63,-2.02,226,105.5,214,107.5,255,+0.04,203,0,0,0,0,0,0
Clemson 6,36,ACC,21-11,+16.94,117.5,26,100.5,68,66.2,259,-0.022,246,+10.21,41,112.2,25,102,68,+5.33,65,1,1,1,0,0,0
New Mexico 11,22,MWC,26-9,+19.36,115.7,41,96.3,22,72.7,8,-0.021,245,+7.36,84,110.4,80,103,87,-0.13,207,0,0,0,0,0,0
Baylor 3,14,B12,23-10,+22.06,122.4,6,100.3,62,65.6,280,-0.004,194,+13.94,3,112.7,15,98.8,1,+3.20,104,1,0,0,0,0,0
Colgate 14,144,Pat,25-9,+2.12,104.6,209,102.5,106,66.3,253,+.057,53,-6.89,341,101.9,332,108.8,328,+6.66,41,0,0,0,0,0,0
Dayton 7,33,A10,24-7,+17.32,118.6,19,101.3,87,64.2,337,+.003,170,+6.09,89,108.8,98,102.7,80,+7.02,38,1,0,0,0,0,0
Nevada 10,34,MWC,26-7,+17.23,115.9,36,98.6,38,66.7,235,+.059,51,+6.18,88,109.9,87,103.8,94,-0.92,231,0,0,0,0,0,0
Arizona 2,5,P12,25-8,+26.77,121.2,8,94.4,11,71.9,16,-0.043,287,+11.05,24,112,31,101,23,+10.60,11,1,1,0,0,0,0
Long Beach St. 15,163,BW,21-14,0,107.7,147,107.7,209,71.3,27,+.047,71,-0.44,184,105,242,105.4,146,+1.56,152,0,0,0,0,0,0
Houston 1,2,B12,30-4,+31.45,118.7,18,87.3,2,63.3,349,+.053,59,+11.60,15,111.8,38,100.2,7,-0.78,227,1,1,0,0,0,0
Longwood 16,158,BSth,21-13,+0.93,105.7,188,104.8,146,66.8,225,-0.047,294,-3.91,282,104.6,258,108.5,310,-6.63,344,0,0,0,0,0,0
Nebraska 8,26,B10,23-10,+18.13,115.8,38,97.7,31,68.6,104,+.014,149,+9.16,67,110.9,64,101.7,55,-5.12,322,0,0,0,0,0,0
Texas A&M; 9,43,SEC,20-14,+15.99,115.9,33,99.9,56,65.9,270,-0.025,254,+11.47,19,112.7,14,101.3,35,+5.28,67,1,0,0,0,0,0
Wisconsin 5,17,B10,22-13,+20.50,120,12,99.5,47,65.2,309,-0.031,268,+14.01,2,113.3,6,99.3,3,+6.07,51,0,0,0,0,0,0
James Madison 12,57,SB,31-3,+12.87,113.8,54,101,78,69.5,71,+.027,111,-4.34,293,103.4,293,107.8,271,-6.48,342,1,0,0,0,0,0
Duke 4,8,ACC,24-8,+24.84,121.8,7,97,24,66.7,230,-0.077,334,+8.65,75,110.6,70,102,64,+0.22,200,1,1,1,0,0,0
Vermont 13,104,AE,28-6,+6.97,107.1,158,100.2,60,63.3,350,+.063,47,-2.55,243,104.4,263,106.9,217,+2.68,119,0,0,0,0,0,0
Texas Tech 6,25,B12,23-10,+18.26,117.8,24,99.5,50,66.7,233,+.040,89,+10.35,34,111.2,53,100.9,20,-2.39,266,0,0,0,0,0,0
N.C. State 11,56,ACC,22-14,+12.98,114.4,47,101.4,91,68.1,138,0,181,+9.39,60,110.9,65,101.5,45,-4.8,314,1,1,1,1,0,0
Kentucky 3,21,SEC,23-9,+19.96,122.7,5,102.7,109,72.7,9,-0.028,261,+9.18,65,111.4,50,102.2,70,-0.07,205,0,0,0,0,0,0
Oakland 14,137,Horz,23-11,+2.81,108.6,133,105.8,166,66.7,231,+.082,21,-0.96,199,107.2,139,108.1,289,+9.96,15,1,0,0,0,0,0
Florida 7,28,SEC,24-11,+18.12,119.3,15,101.2,85,71.7,18,-0.007,201,+10.76,29,112.3,23,101.5,47,+2.13,134,0,0,0,0,0,0
Colorado 10,24,P12,25-10,+18.95,117.2,27,98.3,35,67.3,184,+.017,142,+8.69,74,110.6,74,101.9,63,-1.25,243,1,0,0,0,0,0
Marquette 2,13,BE,25-9,+22.19,118.1,22,95.9,20,69,90,+.036,96,+12.69,8,113.1,8,100.4,10,+8.34,23,1,1,0,0,0,0
Western Kentucky 15,133,CUSA,22-11,+3.07,105.6,190,102.5,104,75.2,1,-0.051,298,-2.41,240,103.7,289,106.1,174,-2.74,274,0,0,0,0,0,0
Purdue 1,3,B10,29-4,+29.07,125,4,95.9,21,67.4,174,+.045,76,+13.81,4,114.1,5,100.3,8,+10.36,13,1,1,1,1,1,0
Grambling St. 16,260,SWAC,21-14,-6.96,100.2,282,107.2,198,64.8,316,+.139,5,-5.06,310,101.3,343,106.4,185,+15.31,4,0,0,0,0,0,0
Utah St. 8,47,MWC,27-6,+15.50,115.9,37,100.4,64,68.6,107,+.100,14,+6.49,87,109.6,91,103.1,88,+2.11,135,1,0,0,0,0,0
TCU 9,35,B12,21-12,+17.08,115,45,97.9,32,69.7,63,-0.049,296,+9.73,47,110.6,72,100.9,19,-8.22,357,0,0,0,0,0,0
Gonzaga 5,15,WCC,25-7,+21.74,121.1,9,99.4,43,69.1,83,-0.052,300,+3.70,106,108.5,100,104.8,125,+7.69,27,1,1,0,0,0,0
McNeese St. 12,61,Slnd,30-3,+12.74,114,52,101.2,86,65.6,283,+.016,143,-6.75,338,102.3,321,109,337,+4.77,75,0,0,0,0,0,0
Kansas 4,23,B12,22-10,+18.96,113.2,67,94.3,10,69,92,+.048,69,+13.57,6,112.8,12,99.2,2,+5.25,68,1,0,0,0,0,0
Samford 13,81,SC,29-5,+9.87,113.1,69,103.3,117,72.5,14,+.129,9,-2.52,242,104.4,266,106.9,215,-5.2,323,0,0,0,0,0,0
South Carolina 6,50,SEC,26-7,+15.02,114.7,46,99.7,54,62.9,354,+.152,1,+7.68,83,110.4,78,102.8,82,-5.87,336,0,0,0,0,0,0
Oregon 11,55,P12,23-11,+13.58,114.1,50,100.6,69,67.2,196,+.049,68,+9.36,61,111,59,101.6,50,+0.04,204,1,0,0,0,0,0
Creighton 3,11,BE,23-9,+22.96,119.9,13,97,25,67.1,208,-0.013,221,+10.84,26,111.9,33,101.1,28,+5.48,60,1,1,0,0,0,0
Akron 14,117,MAC,24-10,+4.97,107,162,102,96,65.9,268,-0.002,189,-1.71,217,105.5,216,107.2,233,+6.74,40,0,0,0,0,0,0
Texas 7,27,B12,20-12,+18.13,118.4,20,100.2,61,67.2,197,-0.034,274,+10.34,36,111.1,56,100.8,17,-2.93,279,1,0,0,0,0,0
Colorado St. 10,29,MWC,25-10,+18.10,115.8,40,97.7,30,66,267,-0.027,257,+9.67,50,112.1,29,102.4,74,+6.09,50,0,0,0,0,0,0
Tennessee 2,7,SEC,24-8,+25.92,117,28,91.1,3,69.2,79,-0.03,267,+12.70,7,114.4,2,101.7,54,+8.65,22,1,1,1,0,0,0
Saint Peter's 15,191,MAAC,19-13,-2.37,98.6,306,100.9,77,64,338,+.021,125,-4.22,289,102.7,313,107,220,+0.58,182,0,0,0,0,0,0
