Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Minnesota 5,37,B10,24-10,+16.00,109.7,77,93.7,22,69.5,98,+.022,127,+8.09,49,108.9,52,100.8,45,-1.81,209,0,0,0,0,0,0
Middle Tennessee 12,43,CUSA,31-5,+14.95,112.2,51,97.2,53,64.6,311,+.011,162,-0.93,154,104.4,158,105.3,165,+3.86,54,1,0,0,0,0,0
Butler 4,25,BE,25-9,+20.76,117.7,20,97.0,49,65.9,278,+.002,185,+10.81,22,110.8,17,100.0,25,+5.12,40,1,1,0,0,0,0
Winthrop 13,113,BSth,26-7,+4.53,106.1,144,101.6,103,71.1,47,+.029,104,-7.13,320,100.7,316,107.8,305,+1.93,97,0,0,0,0,0,0
Cincinnati 6,23,Amer,30-6,+22.18,114.9,34,92.8,15,63.5,330,+.026,116,+4.17,80,107.1,75,103.0,94,-0.47,167,1,0,0,0,0,0
Kansas St. 11,30,B12,21-14,+17.44,113.0,42,95.6,33,66.2,268,-.029,256,+11.56,11,110.6,20,99.0,11,-5.31,305,0,0,0,0,0,0
UCLA 3,16,P12,31-5,+23.63,124.0,2,100.4,85,72.6,20,+.021,132,+5.17,74,108.0,67,102.8,89,-4.66,291,1,1,0,0,0,0
Kent St. 14,141,MAC,22-14,+1.68,104.9,159,103.3,142,68.3,176,+.024,122,-1.92,188,104.4,160,106.3,225,-5.91,316,0,0,0,0,0,0
Dayton 7,39,A10,24-8,+15.57,111.9,53,96.3,43,68.4,163,-.021,235,+3.64,82,105.9,90,102.3,75,+2.53,77,0,0,0,0,0,0
Wichita St. 10,8,MVC,31-5,+26.14,118.7,13,92.6,13,68.0,191,-.021,238,+1.50,102,105.0,130,103.5,110,-0.32,161,1,0,0,0,0,0
Kentucky 2,4,SEC,32-6,+27.72,119.1,12,91.4,7,72.0,26,+.006,175,+10.98,19,110.5,24,99.5,15,+3.74,56,1,1,1,0,0,0
Northern Kentucky 15,138,Horz,24-11,+1.91,106.8,130,104.9,178,68.0,189,+.073,22,-3.35,234,102.9,242,106.3,224,-2.55,228,0,0,0,0,0,0
Gonzaga 1,1,WCC,37-2,+32.05,118.4,16,86.3,1,70.1,76,+.020,133,+2.99,89,106.2,84,103.3,105,+1.01,127,1,1,1,1,1,0
South Dakota St. 16,185,Sum,18-17,-1.19,110.2,71,111.4,303,67.2,222,+.029,101,-0.59,145,104.9,137,105.5,171,+1.66,111,0,0,0,0,0,0
Northwestern 8,38,B10,24-12,+15.81,111.3,59,95.5,32,65.6,292,+.019,135,+8.32,46,109.0,51,100.7,43,-3.23,249,1,0,0,0,0,0
Vanderbilt 9,33,SEC,19-16,+16.53,112.4,48,95.9,38,65.8,285,-.048,292,+11.43,13,110.1,33,98.7,7,+6.30,32,0,0,0,0,0,0
Notre Dame 5,27,ACC,26-10,+19.74,118.1,18,98.4,61,67.0,236,+.024,120,+10.24,28,110.1,35,99.8,23,-3.85,270,1,0,0,0,0,0
Princeton 12,58,Ivy,23-7,+12.61,109.0,89,96.4,45,63.2,337,+.007,172,-1.08,157,103.9,187,105.0,144,+2.17,86,0,0,0,0,0,0
West Virginia 4,7,B12,28-9,+27.17,116.5,26,89.4,4,69.9,84,-.043,289,+10.84,21,110.1,34,99.2,12,-7.97,340,1,1,0,0,0,0
Bucknell 13,76,Pat,26-9,+9.38,109.7,78,100.3,83,70.0,83,+.006,174,-3.62,241,101.4,298,105.0,145,+0.89,129,0,0,0,0,0,0
Maryland 6,46,B10,24-9,+14.34,113.1,41,98.7,64,67.2,219,+.061,39,+7.74,54,108.3,62,100.6,40,-1.10,188,0,0,0,0,0,0
Xavier 11,31,BE,24-14,+16.70,115.7,29,99.0,67,67.2,223,+.044,71,+11.73,9,111.2,9,99.5,16,+5.32,38,1,1,1,0,0,0
Florida St. 3,26,ACC,26-9,+20.06,115.5,31,95.5,31,71.3,41,+.039,78,+8.82,40,110.6,19,101.8,68,-3.95,272,1,0,0,0,0,0
Florida Gulf Coast 14,108,ASun,26-8,+5.07,109.4,83,104.4,168,65.9,280,+.037,83,-4.80,275,103.7,194,108.5,328,+2.14,90,0,0,0,0,0,0
Saint Mary's 7,15,WCC,29-5,+23.67,118.7,14,95.0,26,60.2,350,+.030,99,+0.41,127,104.3,163,103.9,117,-4.13,277,1,0,0,0,0,0
VCU 10,48,A10,26-9,+14.07,110.1,72,96.0,41,68.8,134,+.026,113,+3.65,81,105.8,93,102.2,73,+0.91,128,0,0,0,0,0,0
Arizona 2,18,P12,32-5,+23.31,118.4,15,95.1,29,66.0,277,+.046,66,+7.13,59,108.7,56,101.5,60,+1.69,107,1,1,0,0,0,0
North Dakota 15,168,BSky,22-10,+0.04,103.6,188,103.5,157,71.5,35,+.048,61,-5.66,296,103.0,237,108.6,330,+3.24,66,0,0,0,0,0,0
