Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Alabama 2,8,SEC,24-6,+26.42,112.4,34,86.0,2,73.9,9,+.031,107,+14.20,27,109.7,28,95.5,32,+8.88,70,1,1,0,0,0,0
Iona 15,181,MAAC,12-5,+0.39,101.1,210,100.7,161,68.3,184,+.038,92,-7.05,319,97.4,321,104.4,278,-0.41,217,0,0,0,0,0,0
Gonzaga 1,1,WCC,26-0,+38.05,126.8,1,88.8,10,74.8,4,+.018,136,+7.82,94,105.7,100,97.9,96,+5.99,106,1,1,1,1,1,0
Norfolk St. 16,200,MEAC,16-7,-2.31,101.3,204,103.6,219,67.7,221,+.031,106,-8.31,334,96.9,326,105.2,312,-0.73,224,0,0,0,0,0,0
Oklahoma 8,39,B12,15-10,+18.07,112.1,36,94.1,53,67.7,222,-.038,260,+12.45,48,108.2,55,95.7,38,+0.59,203,1,0,0,0,0,0
Missouri 9,51,SEC,16-9,+16.58,110.9,51,94.4,58,68.7,160,+.088,24,+15.08,17,109.8,25,94.7,20,+9.77,59,0,0,0,0,0,0
Creighton 5,19,BE,20-8,+22.73,115.6,14,92.8,40,69.1,144,+.001,172,+12.52,45,107.8,63,95.3,29,-1.40,233,1,1,0,0,0,0
UC Santa Barbara 12,69,BW,22-4,+13.66,109.9,66,96.3,82,66.1,295,+.054,63,-0.54,185,101.4,215,101.9,174,+2.48,169,0,0,0,0,0,0
Virginia 4,11,ACC,18-6,+24.08,116.3,12,92.3,33,60.1,357,+.046,83,+12.02,53,109.6,30,97.6,84,+0.28,210,0,0,0,0,0,0
Ohio 13,78,MAC,16-7,+12.54,113.7,29,101.2,174,69.3,131,+.027,113,+4.23,133,105.3,108,101.1,146,+1.47,191,1,0,0,0,0,0
USC 6,14,P12,22-7,+23.65,113.6,30,89.9,19,67.3,236,-.006,194,+11.13,64,108.1,57,97.0,70,+5.03,128,1,1,1,0,0,0
Drake 11,53,MVC,25-4,+16.07,114.6,19,98.6,120,66.8,265,+.095,21,+2.18,157,102.9,172,100.7,138,-9.27,310,0,0,0,0,0,0
Kansas 3,22,B12,20-8,+22.46,110.3,59,87.9,6,68.3,186,+.042,87,+14.71,20,110.0,23,95.3,31,+10.14,56,1,0,0,0,0,0
Eastern Washington 14,110,BSky,16-7,+8.08,108.4,86,100.3,152,72.4,28,-.081,323,-3.21,236,100.6,237,103.8,241,+17.77,12,0,0,0,0,0,0
Oregon 7,36,P12,20-6,+19.11,115.1,16,96.0,76,67.2,242,+.048,76,+10.06,75,107.7,68,97.6,89,+2.73,164,1,1,0,0,0,0
VCU 10,45,A10,19-7,+17.34,106.2,117,88.8,12,69.8,110,+.035,98,+8.96,86,106.6,87,97.6,86,+5.52,119,0,0,0,0,0,0
Iowa 2,5,B10,21-8,+30.33,124.2,2,93.9,50,70.0,99,-.028,240,+16.91,13,110.3,19,93.4,6,-5.43,286,1,0,0,0,0,0
Grand Canyon 15,108,WAC,17-6,+8.41,104.2,142,95.8,74,65.5,314,-.061,299,-4.01,255,100.3,245,104.3,270,+0.68,201,0,0,0,0,0,0
Illinois 1,3,B10,23-6,+32.04,119.7,7,87.6,5,70.7,80,+.030,110,+18.88,3,112.6,2,93.7,9,+9.95,57,1,0,0,0,0,0
Drexel 16,146,CAA,12-7,+3.05,107.8,95,104.8,247,64.2,340,-.043,273,-3.31,238,100.4,242,103.7,240,-5.56,289,0,0,0,0,0,0
Loyola Chicago 8,9,MVC,24-4,+25.18,111.1,49,85.9,1,64.2,342,-.020,226,+4.11,134,104.3,136,100.2,136,+4.70,129,1,1,0,0,0,0
Georgia Tech 9,32,ACC,17-8,+19.98,114.0,27,94.1,52,67.8,215,-.005,192,+12.25,50,108.7,47,96.5,51,-0.99,228,0,0,0,0,0,0
Tennessee 5,21,SEC,18-8,+22.49,109.5,71,87.0,4,67.3,233,-.007,199,+12.44,49,108.3,54,95.8,40,-0.69,223,0,0,0,0,0,0
Oregon St. 12,85,P12,17-12,+11.60,110.0,65,98.4,117,65.4,315,+.075,38,+11.16,62,108.6,49,97.4,80,-6.20,292,1,1,1,0,0,0
Oklahoma St. 4,30,B12,20-8,+20.20,110.8,54,90.6,22,72.0,43,+.039,89,+14.63,22,110.6,16,96.0,42,+4.55,134,1,0,0,0,0,0
Liberty 13,97,ASun,23-5,+9.80,110.8,52,101.0,168,63.1,348,-.013,211,-6.63,314,98.5,299,105.1,310,+1.17,195,0,0,0,0,0,0
San Diego St. 6,20,MWC,23-4,+22.72,111.5,44,88.8,11,66.1,298,+.018,134,+6.26,109,105.7,102,99.4,121,+10.85,49,0,0,0,0,0,0
Syracuse 11,41,ACC,16-9,+17.66,114.5,22,96.9,89,69.2,138,+.017,137,+11.66,57,108.5,51,96.8,64,+2.46,171,1,1,0,0,0,0
West Virginia 3,27,B12,18-9,+21.75,116.8,11,95.1,65,69.6,114,-.040,264,+14.84,19,109.2,37,94.4,17,+13.58,27,1,0,0,0,0,0
Morehead St. 14,128,OVC,23-7,+5.32,100.9,214,95.5,72,65.6,312,+.152,3,-1.99,217,101.4,216,103.4,230,+16.33,14,0,0,0,0,0,0
Clemson 7,42,ACC,16-7,+17.59,107.6,99,90.0,20,64.2,338,+.123,7,+14.19,29,109.5,33,95.3,30,+11.65,42,0,0,0,0,0,0
Rutgers 10,34,B10,15-11,+19.57,109.3,75,89.8,18,67.8,213,+.032,104,+18.20,7,112.4,4,94.2,13,-5.43,285,1,0,0,0,0,0
Houston 2,6,Amer,24-3,+30.25,119.6,8,89.4,16,64.9,327,-.009,201,+6.57,106,103.7,151,97.1,74,+1.63,186,1,1,1,1,0,0
Cleveland St. 15,151,Horz,19-7,+2.80,101.5,199,98.7,121,66.3,282,+.190,1,-1.09,199,105.0,114,106.1,337,+21.21,6,0,0,0,0,0,0
Baylor 1,4,B12,22-2,+30.93,124.0,3,93.0,44,68.4,179,+.050,69,+9.57,78,106.4,90,96.9,66,-4.18,270,1,1,1,1,1,1
Hartford 16,192,AE,15-8,-1.30,98.2,254,99.5,127,66.7,269,+.078,32,-6.24,304,98.2,309,104.4,276,-0.13,213,0,0,0,0,0,0
North Carolina 8,28,ACC,18-10,+21.52,110.8,53,89.3,15,71.8,45,-.017,217,+14.20,28,110.7,14,96.5,55,+7.67,87,0,0,0,0,0,0
Wisconsin 9,10,B10,17-12,+24.08,113.2,32,89.1,13,64.9,326,-.049,283,+18.06,9,111.7,7,93.7,8,+1.22,194,1,0,0,0,0,0
Villanova 5,12,BE,16-6,+24.05,119.3,9,95.3,68,65.1,320,-.006,196,+12.99,41,108.8,44,95.9,41,+7.33,91,1,1,0,0,0,0
Winthrop 12,91,BSth,23-1,+10.37,105.8,120,95.4,70,73.6,11,+.032,103,-6.45,309,98.8,289,105.3,316,+3.95,147,0,0,0,0,0,0
Purdue 4,13,B10,18-9,+23.70,114.3,23,90.6,23,66.5,274,+.019,131,+17.27,11,111.5,11,94.2,12,+5.71,114,0,0,0,0,0,0
North Texas 13,71,CUSA,17-9,+13.13,106.1,119,92.9,42,63.1,350,-.042,271,+4.33,132,103.5,158,99.1,116,+5.22,124,1,0,0,0,0,0
Texas Tech 6,23,B12,17-10,+22.38,113.1,33,90.7,24,65.4,316,-.091,333,+11.29,59,108.0,60,96.7,60,-5.55,288,1,0,0,0,0,0
Utah St. 11,40,MWC,20-8,+17.94,106.4,112,88.5,8,68.9,154,-.032,248,+5.13,119,104.8,122,99.7,127,+7.49,88,0,0,0,0,0,0
Arkansas 3,18,SEC,22-6,+22.96,112.2,35,89.2,14,73.1,17,+.056,57,+11.19,60,108.2,56,97.0,69,-5.28,282,1,1,1,0,0,0
Colgate 14,84,Pat,14-1,+11.65,111.6,43,99.9,140,72.5,25,+.050,71,-6.60,313,99.1,283,105.7,328,-99.00,331,0,0,0,0,0,0
Florida 7,37,SEC,14-9,+18.98,111.7,40,92.7,37,68.7,165,+.003,166,+14.62,23,109.7,27,95.1,25,+8.64,76,1,0,0,0,0,0
Virginia Tech 10,50,ACC,15-6,+16.65,110.7,55,94.1,54,66.2,293,+.066,45,+9.31,80,107.6,71,98.2,104,+0.54,206,0,0,0,0,0,0
Ohio St. 2,7,B10,21-9,+26.85,123.0,4,96.1,79,67.1,247,+.003,163,+18.78,5,111.7,8,92.9,3,+2.86,162,0,0,0,0,0,0
Oral Roberts 15,152,Sum,16-10,+2.64,109.4,74,106.7,285,71.8,47,+.013,147,+0.01,177,102.9,173,102.8,206,+21.34,4,1,1,0,0,0,0
