Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Arizona 1,4,P10,28-4,+26.80,115.6,10,88.8,8,72.7,11,-.007,181,+8.69,31,107.2,14,98.5,52,+8.19,26,1,1,1,0,0,0
Vermont 16,150,AE,19-11,+1.57,101.1,191,99.5,114,64.4,271,+.019,119,-5.14,251,99.3,249,104.4,245,-2.29,213,0,0,0,0,0,0
Cincinnati 8,36,CUSA,17-12,+14.69,105.0,116,90.3,13,66.4,188,-.066,297,+7.32,51,106.6,33,99.3,68,+3.65,68,0,0,0,0,0,0
Gonzaga 9,33,WCC,24-9,+15.58,113.2,21,97.7,82,66.9,170,-.021,220,+3.92,93,104.0,115,100.1,87,+5.83,42,1,0,0,0,0,0
Notre Dame 5,18,BE,24-10,+20.31,116.5,7,96.2,60,69.2,74,+.009,139,+11.01,6,107.4,9,96.3,5,+3.78,65,1,1,0,0,0,0
Milwaukee 12,52,Horz,23-8,+12.97,109.0,60,96.0,59,71.2,31,+.025,101,+2.06,121,104.8,79,102.8,172,+1.05,130,0,0,0,0,0,0
Illinois 4,5,B10,25-7,+24.47,113.2,22,88.7,7,67.8,127,-.029,242,+7.29,52,105.8,60,98.5,53,-4.18,257,1,0,0,0,0,0
Western Kentucky 13,56,SB,24-9,+11.75,108.0,65,96.3,61,67.2,156,+.035,78,+1.09,138,103.1,143,102.0,137,+2.09,107,0,0,0,0,0,0
Creighton 6,26,MVC,29-5,+17.54,112.4,24,94.9,40,68.4,103,+.026,99,-0.19,155,102.5,159,102.7,168,-0.51,164,0,0,0,0,0,0
Central Michigan 11,70,MAC,25-7,+10.01,109.5,51,99.4,113,71.7,20,+.137,3,+2.06,122,104.3,102,102.3,152,+2.86,89,1,0,0,0,0,0
Duke 3,6,ACC,26-7,+23.75,115.0,13,91.3,15,70.7,40,-.030,246,+8.85,28,107.1,17,98.3,43,+0.64,138,1,1,0,0,0,0
Colorado St. 14,104,MWC,17-14,+5.96,110.6,37,104.6,205,67.1,162,+.031,88,+4.39,89,104.6,86,100.2,92,-3.45,235,0,0,0,0,0,0
Memphis 7,29,CUSA,23-7,+16.72,110.9,35,94.1,33,68.3,109,+.005,151,+4.83,84,103.4,133,98.6,54,+3.33,81,0,0,0,0,0,0
Arizona St. 10,30,P10,20-12,+16.49,113.9,18,97.4,78,66.9,169,-.014,201,+8.74,30,106.4,41,97.7,26,+5.43,50,1,0,0,0,0,0
Kansas 2,2,B12,30-8,+28.62,115.0,12,86.4,3,72.2,14,-.017,208,+11.84,2,108.6,2,96.8,9,+6.07,35,1,1,1,1,1,0
Utah St. 15,88,BW,22-9,+7.41,107.1,85,99.7,117,61.0,315,+.003,159,-2.00,193,101.1,198,103.1,188,-0.07,155,0,0,0,0,0,0
