Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Indiana 7,14,B10,21-11,+21.58,115.4,26,93.8,23,64.9,203,-.058,298,+9.96,14,108.5,43,98.5,3,+1.51,111,1,0,0,0,0,0
Gonzaga 10,49,WCC,23-11,+15.31,115.3,30,100.0,87,67.1,113,-.032,262,+4.15,89,106.7,89,102.5,99,+9.52,19,0,0,0,0,0,0
UCLA 2,6,P10,30-6,+27.15,115.4,27,88.3,2,63.7,251,+.019,132,+11.08,4,111.0,3,99.9,20,+5.93,39,1,1,1,1,0,0
Weber St. 15,184,BSky,20-12,-2.71,102.1,203,104.8,168,65.2,191,+.098,13,-3.46,205,104.8,143,108.3,314,+1.83,104,0,0,0,0,0,0
North Carolina 1,1,ACC,31-7,+31.37,121.0,3,89.6,4,72.4,8,-.046,279,+10.95,6,111.0,1,100.1,27,+3.10,82,1,1,1,0,0,0
Eastern Kentucky 16,182,OVC,21-12,-2.58,102.7,191,105.3,177,61.3,309,+.078,23,-6.17,277,101.8,245,107.9,307,+6.66,34,0,0,0,0,0,0
Marquette 8,38,BE,24-10,+17.18,111.8,62,94.6,30,67.6,93,+.009,156,+7.59,50,108.3,46,100.7,51,-4.27,256,0,0,0,0,0,0
Michigan St. 9,17,B10,23-12,+20.97,112.8,49,91.8,12,60.3,319,-.036,265,+9.07,28,109.2,27,100.2,28,-1.63,188,1,0,0,0,0,0
USC 5,39,P10,25-12,+16.86,111.0,72,94.2,26,67.1,111,+.016,143,+8.26,39,108.3,51,100.0,23,-6.62,307,1,1,0,0,0,0
Arkansas 12,42,SEC,21-14,+16.62,110.6,77,93.9,25,66.1,156,-.021,233,+10.10,13,110.3,10,100.2,32,+1.28,119,0,0,0,0,0,0
Texas 4,25,B12,25-10,+19.24,119.5,6,100.3,92,67.6,90,-.008,197,+7.56,51,108.1,53,100.6,47,-2.00,205,1,0,0,0,0,0
New Mexico St. 13,96,WAC,25-9,+7.27,108.3,101,101.1,105,69.7,39,+.035,87,-0.30,158,104.2,159,104.5,161,-3.75,247,0,0,0,0,0,0
Vanderbilt 6,43,SEC,22-12,+16.23,115.7,24,99.4,79,66.6,126,+.008,160,+9.34,26,109.5,22,100.2,30,-2.74,220,1,1,0,0,0,0
George Washington 11,95,A10,23-9,+7.28,105.0,153,97.7,58,66.9,117,+.089,20,-0.57,163,104.7,146,105.3,180,-5.16,283,0,0,0,0,0,0
Washington St. 3,27,P10,26-8,+18.87,111.7,64,92.8,16,60.0,322,+.004,170,+6.79,61,107.6,64,100.9,55,-4.96,279,1,0,0,0,0,0
Oral Roberts 14,88,MCon,23-11,+8.36,107.1,123,98.7,74,66.5,130,-.007,194,-0.93,170,104.9,139,105.8,201,+4.23,65,0,0,0,0,0,0
Boston College 7,44,ACC,21-12,+16.18,117.3,13,101.1,107,64.3,226,+.026,118,+10.36,11,110.7,5,100.4,38,-2.41,210,1,0,0,0,0,0
Texas Tech 10,71,B12,21-13,+10.98,112.2,57,101.3,110,64.9,205,+.056,47,+7.79,46,108.3,48,100.5,45,+2.29,94,0,0,0,0,0,0
Georgetown 2,4,BE,30-7,+28.48,122.0,2,93.5,21,59.4,327,+.006,163,+10.41,10,109.7,18,99.3,5,-1.02,174,1,1,1,1,0,0
Belmont 15,121,ASun,23-10,+4.38,106.6,132,102.2,129,66.1,155,+.022,125,-6.74,286,100.0,304,106.8,246,+2.22,96,0,0,0,0,0,0
Florida 1,2,SEC,35-5,+30.81,122.8,1,92.0,13,65.8,162,+.028,110,+8.73,33,109.1,33,100.3,37,-6.87,312,1,1,1,1,1,1
Jackson St. 16,251,SWAC,21-14,-9.48,100.2,230,109.7,262,69.7,40,+.140,1,-10.16,321,95.6,331,105.8,200,+7.09,32,0,0,0,0,0,0
Arizona 8,24,P10,20-11,+19.43,119.5,5,100.1,90,68.3,73,-.009,203,+12.20,2,110.4,8,98.2,2,+10.23,14,0,0,0,0,0,0
Purdue 9,30,B10,22-12,+18.31,110.7,74,92.4,15,66.5,131,+.002,175,+9.37,25,109.8,15,100.4,41,+1.08,128,1,0,0,0,0,0
Butler 5,15,Horz,29-7,+21.45,118.0,11,96.5,47,58.1,331,+.016,145,+4.77,85,106.6,94,101.8,79,+6.61,35,1,1,0,0,0,0
Old Dominion 12,64,CAA,24-9,+12.70,108.6,99,95.9,41,65.8,161,+.013,153,+0.84,141,105.6,119,104.8,165,+0.64,140,0,0,0,0,0,0
Maryland 4,12,ACC,25-9,+22.42,112.4,53,90.0,7,71.4,17,-.027,247,+8.48,36,108.9,38,100.4,40,-3.07,231,1,0,0,0,0,0
Davidson 13,61,SC,29-5,+13.32,111.8,61,98.5,66,71.9,14,+.067,33,-1.70,182,103.2,193,104.9,168,+4.64,55,0,0,0,0,0,0
Notre Dame 6,22,BE,24-8,+20.02,118.1,9,98.1,62,70.7,28,-.018,223,+4.03,92,105.9,107,101.9,85,-13.12,335,0,0,0,0,0,0
Winthrop 11,51,BSth,29-5,+14.81,112.9,48,98.0,60,61.9,301,+.055,51,-2.71,191,103.1,197,105.8,199,+15.06,3,1,0,0,0,0,0
Oregon 3,18,P10,29-8,+20.76,118.3,8,97.6,54,66.0,158,+.031,100,+7.19,55,108.0,59,100.8,53,-9.09,322,1,1,1,0,0,0
Miami OH 14,87,MAC,18-15,+8.38,105.7,141,97.4,53,58.1,330,-.024,240,+4.09,90,106.2,103,102.1,89,+6.44,36,0,0,0,0,0,0
UNLV 7,41,MWC,30-7,+16.83,112.6,51,95.8,40,65.2,190,+.098,14,+5.61,75,109.1,32,103.5,123,+2.29,93,1,1,0,0,0,0
Georgia Tech 10,23,ACC,20-12,+19.61,116.9,16,97.3,51,67.2,106,-.067,309,+9.63,21,109.5,21,99.9,19,-3.11,232,0,0,0,0,0,0
Wisconsin 2,8,B10,30-6,+25.45,115.6,25,90.1,8,63.8,243,+.034,91,+7.78,47,108.1,55,100.3,35,-1.57,184,1,0,0,0,0,0
Texas A&M Corpus Chris 15,91,Slnd,26-7,+7.76,114.1,34,106.4,200,68.1,78,+.057,45,-5.12,248,100.8,278,105.9,208,+2.12,97,0,0,0,0,0,0
Ohio St. 1,3,B10,35-4,+29.33,121.0,4,91.7,11,64.9,206,+.057,46,+9.82,17,109.0,37,99.2,4,-1.71,191,1,1,1,1,1,0
Central Connecticut 16,177,NEC,22-12,-2.24,104.1,169,106.3,198,63.3,266,+.060,42,-8.44,314,100.4,294,108.8,324,-5.10,281,0,0,0,0,0,0
BYU 8,46,MWC,25-9,+16.11,116.7,17,100.6,97,67.6,95,+.001,176,+4.24,88,106.8,86,102.5,100,-0.30,158,0,0,0,0,0,0
Xavier 9,32,A10,25-9,+18.13,117.3,12,99.2,78,66.2,151,-.047,280,+2.83,108,106.5,96,103.6,126,+3.40,77,1,0,0,0,0,0
Tennessee 5,31,SEC,24-11,+18.29,115.9,22,97.6,55,71.3,19,+.035,88,+10.57,7,110.3,9,99.8,17,+1.81,105,1,1,0,0,0,0
Long Beach St. 12,113,BW,24-8,+5.44,112.2,58,106.8,210,71.0,22,+.110,5,-3.34,203,102.0,236,105.4,182,-2.96,228,0,0,0,0,0,0
Virginia 4,48,ACC,21-11,+15.43,114.1,35,98.7,71,67.9,83,+.006,164,+8.27,38,109.2,28,100.9,58,-4.35,259,1,0,0,0,0,0
Albany 13,138,AE,23-10,+2.25,107.4,113,105.2,175,63.7,250,+.109,6,-3.47,206,102.4,217,105.9,207,+0.94,131,0,0,0,0,0,0
Louisville 6,19,BE,24-10,+20.35,113.5,40,93.1,18,64.2,229,-.046,277,+7.29,53,107.9,61,100.6,48,-3.61,244,1,0,0,0,0,0
Stanford 11,66,P10,18-13,+12.37,109.7,86,97.3,52,65.9,160,+.028,112,+9.50,23,109.2,29,99.7,15,-0.33,159,0,0,0,0,0,0
Texas A&M 3,7,B12,27-7,+26.97,119.3,7,92.3,14,63.7,247,-.047,281,+5.38,78,106.7,87,101.4,67,-5.98,297,1,1,0,0,0,0
Penn 14,92,Ivy,22-9,+7.69,109.8,85,102.1,125,67.9,82,+.047,68,-2.74,192,102.5,213,105.3,178,+1.14,127,0,0,0,0,0,0
Nevada 7,47,WAC,29-5,+16.09,117.2,14,101.2,109,66.3,139,+.030,105,+1.98,121,104.2,161,102.2,94,+1.53,110,1,0,0,0,0,0
Creighton 10,28,MVC,22-11,+18.53,113.8,36,95.3,35,62.7,289,-.023,236,+8.84,32,108.3,49,99.4,8,+4.10,66,0,0,0,0,0,0
Memphis 2,9,CUSA,33-4,+24.81,115.4,28,90.6,10,68.4,68,+.030,104,+2.93,106,105.3,130,102.4,97,+3.41,76,1,1,1,0,0,0
North Texas 15,162,SB,23-11,-0.98,103.0,187,104.0,154,69.1,55,+.034,92,-6.40,282,102.2,224,108.6,319,-2.88,225,0,0,0,0,0,0
