Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Wake Forest 2,8,ACC,27-6,+24.86,124.3,1,99.5,89,68.9,56,+.046,65,+10.94,4,108.4,13,97.5,4,+4.87,51,1,0,0,0,0,0
Chattanooga 15,165,SC,20-11,+0.03,98.9,229,98.8,82,67.6,109,+.059,47,-3.78,238,101.1,223,104.9,245,+5.69,43,0,0,0,0,0,0
Duke 1,3,ACC,27-6,+27.41,115.7,13,88.3,2,68.3,81,-.002,167,+10.89,6,109.5,2,98.6,18,+1.51,116,1,1,0,0,0,0
Delaware St. 16,209,MEAC,19-14,-4.95,102.3,175,107.2,245,59.3,322,+.077,25,-7.47,284,97.1,311,104.6,229,+9.89,14,0,0,0,0,0,0
Stanford 8,69,P10,18-13,+10.63,106.6,103,95.9,45,67.1,121,+.049,61,+8.47,27,107.5,25,99.1,24,+4.14,67,0,0,0,0,0,0
Mississippi St. 9,34,SEC,23-11,+15.25,109.3,65,94.0,27,68.1,88,+.038,78,+6.49,55,106.9,42,100.4,67,-1.84,214,1,0,0,0,0,0
Michigan St. 5,5,B10,26-7,+25.67,119.7,6,94.0,28,66.4,150,-.013,194,+7.89,33,107.0,41,99.1,25,-3.18,240,1,1,1,1,0,0
Old Dominion 12,73,CAA,28-6,+10.04,104.7,132,94.6,31,66.4,151,+.049,57,-3.20,217,101.0,225,104.2,215,-3.98,257,0,0,0,0,0,0
Syracuse 4,16,BE,27-7,+20.98,115.6,14,94.7,33,65.8,180,+.002,155,+6.29,60,106.8,47,100.5,69,-4.57,275,0,0,0,0,0,0
Vermont 13,43,AE,25-7,+13.53,111.3,46,97.8,72,64.7,230,+.032,96,-1.71,186,100.7,231,102.4,135,+5.11,48,1,0,0,0,0,0
Utah 6,20,MWC,29-6,+20.33,113.1,28,92.7,19,59.1,325,+.032,95,+3.60,101,105.9,78,102.3,133,-4.04,259,1,1,0,0,0,0
UTEP 11,58,WAC,27-8,+11.62,112.7,32,101.1,130,65.9,172,+.015,125,-0.68,169,102.2,190,102.9,150,-5.30,290,0,0,0,0,0,0
Oklahoma 3,12,B12,25-8,+22.55,114.4,21,91.8,12,65.4,201,-.006,175,+7.68,34,107.5,27,99.8,48,+0.09,161,1,0,0,0,0,0
Niagara 14,106,MAAC,20-10,+5.43,115.2,16,109.8,289,70.1,38,-.027,238,-3.52,230,101.3,214,104.8,239,+0.83,137,0,0,0,0,0,0
Cincinnati 7,19,CUSA,25-8,+20.43,112.5,33,92.0,14,68.0,89,-.006,177,+5.48,71,106.1,71,100.6,77,+0.62,145,1,0,0,0,0,0
Iowa 10,27,B10,21-12,+17.17,111.9,40,94.7,35,68.1,87,-.034,251,+9.51,16,107.4,31,97.9,7,+3.40,78,0,0,0,0,0,0
Kentucky 2,9,SEC,28-6,+24.10,113.0,29,88.9,3,66.6,142,+.032,94,+8.85,21,107.9,20,99.1,26,-2.71,235,1,1,1,0,0,0
Eastern Kentucky 15,143,OVC,22-9,+1.98,102.8,164,100.8,124,66.1,167,+.099,11,-3.87,239,102.4,182,106.3,292,+1.72,113,0,0,0,0,0,0
Illinois 1,2,B10,37-2,+32.68,122.3,3,89.6,4,64.1,249,-.007,179,+8.16,28,107.3,32,99.1,27,+0.31,157,1,1,1,1,1,0
Fairleigh Dickinson 16,190,NEC,20-13,-2.52,102.7,166,105.2,220,68.6,74,-.003,171,-7.88,293,99.4,267,107.3,319,+0.75,139,0,0,0,0,0,0
Texas 8,28,B12,20-11,+17.01,114.1,24,97.1,61,66.5,146,-.051,279,+6.62,50,107.0,38,100.4,65,-2.46,228,0,0,0,0,0,0
Nevada 9,55,WAC,25-7,+12.11,104.0,144,91.8,13,65.7,189,+.045,68,+1.10,141,104.5,124,103.4,182,+0.35,155,1,0,0,0,0,0
Alabama 5,18,SEC,24-8,+20.51,118.8,9,98.3,78,62.8,292,+.033,92,+6.84,45,106.5,57,99.6,40,-1.28,198,0,0,0,0,0,0
Milwaukee 12,36,Horz,26-6,+14.69,110.1,52,95.4,38,68.8,59,+.079,22,+2.31,120,104.6,119,102.3,129,+7.63,21,1,1,0,0,0,0
Boston College 4,25,BE,25-5,+18.30,114.3,23,96.0,46,64.8,226,+.078,24,+6.60,51,105.8,81,99.2,28,-4.21,262,1,0,0,0,0,0
Penn 13,77,Ivy,20-9,+9.60,102.1,181,92.5,17,68.2,83,+.034,91,-1.72,187,101.8,199,103.5,188,+3.31,81,0,0,0,0,0,0
LSU 6,42,SEC,20-10,+13.80,113.9,26,100.1,106,66.7,131,+.070,31,+7.49,36,107.0,37,99.5,37,+0.64,144,0,0,0,0,0,0
UAB 11,51,CUSA,22-11,+12.51,109.2,67,96.7,55,71.0,24,-.001,161,+4.75,82,105.5,90,100.7,80,+1.33,120,1,0,0,0,0,0
Arizona 3,13,P10,30-7,+22.22,116.7,10,94.5,30,68.6,75,+.027,104,+8.12,30,107.8,22,99.7,44,+3.33,79,1,1,1,0,0,0
Utah St. 14,21,BW,24-8,+19.62,116.0,12,96.4,52,61.1,311,-.094,320,-2.48,201,101.3,213,103.8,200,-4.48,272,0,0,0,0,0,0
Southern Illinois 7,29,MVC,27-8,+16.75,109.1,69,92.4,15,63.4,271,+.015,122,+6.10,63,106.7,51,100.6,76,+4.17,66,1,0,0,0,0,0
Saint Mary's 10,78,WCC,25-9,+9.41,106.8,100,97.4,64,64.9,220,+.080,20,+3.04,110,105.2,98,102.2,120,-0.59,175,0,0,0,0,0,0
Oklahoma St. 2,6,B12,26-7,+25.02,121.2,4,96.2,50,66.2,160,-.015,204,+9.59,15,108.0,19,98.4,14,+5.03,49,1,1,0,0,0,0
Southeastern Louisiana 15,134,Slnd,24-9,+3.20,97.1,255,93.9,25,60.0,318,+.007,150,-4.75,258,100.3,241,105.1,250,-1.78,212,0,0,0,0,0,0
