Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Eastern Washington 13,136,BSky,26-8,.5618,110.0,46,107.7,279,68.8,24,+.074,32,.4044,260,102.4,146,105.9,331,.5972,58,0,0,0,0,0,0
SMU 6,19,Amer,27-6,.8734,112.3,24,94.9,43,63.8,226,+.014,147,.5771,92,103.3,105,100.5,87,.5614,102,0,0,0,0,0,0
UCLA 11,41,P12,20-13,.8056,110.2,45,97.4,76,66.0,111,+.026,122,.6875,26,105.2,59,98.2,12,.5839,77,1,1,0,0,0,0
Iowa St. 3,13,B12,25-8,.9047,118.9,7,97.7,82,69.6,15,+.023,131,.7319,7,106.4,20,97.5,5,.4610,224,0,0,0,0,0,0
UAB 14,121,CUSA,19-15,.5979,103.8,130,100.3,130,65.0,159,+.011,156,.5003,147,101.5,201,101.5,122,.5935,67,1,0,0,0,0,0
Iowa 7,24,B10,21-11,.8594,111.1,35,94.9,42,64.3,198,-.003,191,.6670,42,105.5,44,99.3,41,.4740,204,1,0,0,0,0,0
Davidson 10,32,A10,24-7,.8319,118.5,8,103.1,181,67.0,68,+.037,87,.5724,95,103.0,115,100.4,84,.4546,231,0,0,0,0,0,0
Gonzaga 2,6,WCC,32-2,.9440,119.4,6,93.4,20,65.1,153,+.013,152,.5941,83,104.7,74,101.3,114,.6052,46,1,1,1,0,0,0
North Dakota St. 15,151,Sum,23-9,.5258,101.0,194,100.1,124,61.2,321,+.117,7,.3857,284,100.6,261,104.8,281,.3997,288,0,0,0,0,0,0
Duke 1,7,ACC,29-4,.9395,122.0,3,96.1,57,66.2,103,+.067,41,.7070,16,107.1,9,99.2,36,.5507,111,1,1,1,1,1,1
San Diego St. 8,27,MWC,26-8,.8468,102.4,161,88.3,4,60.7,334,+.014,144,.5766,93,103.6,100,100.8,101,.6003,54,1,0,0,0,0,0
Utah 5,8,P12,24-8,.9275,113.0,18,90.6,8,61.2,322,-.056,307,.6591,48,105.5,45,99.6,48,.5205,151,1,1,0,0,0,0
Oklahoma St. 9,37,B12,18-13,.8141,109.4,49,96.2,58,63.3,259,-.034,265,.7385,5,105.7,39,96.6,2,.4677,214,0,0,0,0,0,0
Arkansas 5,29,SEC,26-8,.8416,113.0,21,97.7,81,70.0,9,+.047,67,.6463,62,105.2,58,99.8,59,.4479,243,1,0,0,0,0,0
Wofford 12,90,SC,28-6,.6617,103.3,143,97.5,78,61.5,316,+.141,1,.4109,249,102.3,154,105.5,323,.6585,25,0,0,0,0,0,0
North Carolina 4,16,ACC,24-11,.9019,115.3,12,95.0,45,70.0,10,-.034,267,.7663,2,108.1,2,97.5,6,.6948,15,1,1,0,0,0,0
Harvard 13,78,Ivy,22-7,.7059,102.0,170,94.5,34,61.5,317,+.114,9,.4989,149,102.3,153,102.3,160,.5321,138,0,0,0,0,0,0
Xavier 6,26,BE,21-13,.8518,111.9,28,96.1,55,65.7,128,-.063,317,.7251,10,106.7,13,98.0,11,.5499,112,1,1,0,0,0,0
Mississippi 11,44,SEC,20-12,.7996,112.9,22,100.1,125,66.4,94,-.056,305,.6586,49,104.5,78,98.7,22,.4840,194,0,0,0,0,0,0
Baylor 3,15,B12,24-9,.9038,114.8,13,94.5,33,62.2,296,-.018,226,.7356,6,106.4,17,97.4,3,.4988,173,0,0,0,0,0,0
Georgia St. 14,71,SB,24-9,.7344,108.4,58,99.2,106,63.3,258,-.008,202,.4461,195,100.0,297,101.9,145,.6013,53,1,0,0,0,0,0
VCU 7,30,A10,26-9,.8400,108.1,61,93.6,23,67.1,64,+.059,51,.6681,39,105.8,36,99.5,45,.7190,13,0,0,0,0,0,0
Ohio St. 10,21,B10,23-10,.8680,111.6,29,94.7,40,66.4,96,-.051,298,.6205,72,105.1,60,100.7,97,.3410,329,1,0,0,0,0,0
Arizona 2,2,P12,31-3,.9674,116.0,11,86.4,3,66.7,78,-.028,250,.6482,59,105.1,63,99.6,50,.5043,167,1,1,1,0,0,0
Texas Southern 15,207,SWAC,22-12,.4111,101.7,177,104.9,220,63.9,221,+.131,3,.3573,319,99.1,321,104.3,264,.8272,1,0,0,0,0,0,0
Wisconsin 1,3,B10,31-3,.9615,124.7,1,94.3,30,58.7,347,+.009,165,.7039,18,106.0,31,98.4,15,.6288,34,1,1,1,1,1,0
Oregon 8,46,P12,25-9,.7972,113.3,16,100.6,134,66.5,87,+.127,4,.6529,54,105.5,47,99.9,62,.4332,260,1,0,0,0,0,0
Arkansas 5,29,SEC,26-8,.8416,113.0,21,97.7,81,70.0,9,+.047,67,.6463,62,105.2,58,99.8,59,.4479,243,1,0,0,0,0,0
