Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Arizona 2,10,P12,28-6,+22.86,120,4,97.1,41,72.3,9,+.041,85,+8.83,36,107.9,87,99.1,9,+3.47,79,0,0,0,0,0,0
Princeton 15,112,Ivy,21-8,+5.57,109.1,103,103.5,137,67.5,171,+.024,123,-2.55,222,103.4,254,105.9,192,-4.83,306,1,1,0,0,0,0
Purdue 1,7,B10,29-5,+24.55,119.4,7,94.8,26,64.4,322,+.032,97,+9.84,21,110.4,16,100.6,37,+0.95,140,0,0,0,0,0,0
Fairleigh Dickinson 16,312,NEC,19-15,-12.25,106.2,155,118.4,361,68.8,110,+.017,143,-14,362,96.3,363,110.3,360,-7.11,338,1,0,0,0,0,0
Memphis 8,19,Amer,26-8,+18.69,114.7,26,96,35,71.8,17,-0.037,271,+7.22,63,108.5,68,101.3,57,+6.59,24,0,0,0,0,0,0
Florida Atlantic 9,26,CUSA,31-3,+18.23,114.3,32,96,36,68.4,126,+.053,61,+0.41,136,105.6,137,105.1,159,-2.52,248,1,1,1,1,0,0
Duke 5,21,ACC,26-8,+18.49,113.2,42,94.8,24,65.3,288,+.059,52,+6.78,68,109.8,30,103,83,+2.07,102,1,0,0,0,0,0
Oral Roberts 12,56,Sum,30-4,+13.25,115.3,23,102,107,70.5,38,+.103,11,-3.96,260,104.2,210,108.1,302,+8.10,13,0,0,0,0,0,0
Tennessee 4,5,SEC,23-10,+24.71,112.7,49,88,2,65.5,278,-0.071,324,+8.77,37,109.5,39,100.7,43,+3.16,86,1,1,0,0,0,0
Louisiana 13,92,SB,26-7,+8.20,112.2,57,104,146,68.4,130,+.077,35,-0.27,152,104.2,208,104.5,125,+0.26,162,0,0,0,0,0,0
Kentucky 6,28,SEC,21-11,+17.80,117.4,14,99.6,71,66,251,-0.014,232,+8.65,40,109.4,43,100.7,46,+0.80,145,1,0,0,0,0,0
Providence 11,44,BE,21-11,+14.73,116.8,16,102.1,108,66.9,195,-0.01,218,+6.55,72,108.3,75,101.7,63,-8.98,354,0,0,0,0,0,0
Kansas St. 3,24,B12,23-9,+18.31,112.5,52,94.2,19,70.2,40,+.036,90,+10.40,15,109.3,44,98.9,7,-2.59,252,1,1,1,0,0,0
Montana St. 14,110,BSky,25-9,+5.75,105.4,170,99.6,73,66.5,221,+.082,31,-1.09,176,106.3,118,107.4,266,+4.47,55,0,0,0,0,0,0
Michigan St. 7,32,B10,19-12,+16.71,113.4,41,96.7,40,64.9,304,+.015,147,+12.27,7,112.3,2,100,23,+5.71,37,1,1,0,0,0,0
USC 10,36,P12,22-10,+15.63,113.1,43,97.5,48,68.1,140,+.018,140,+7.84,52,107.4,99,99.5,15,+1.63,121,0,0,0,0,0,0
Marquette 2,12,BE,28-6,+21.83,119.3,8,97.5,47,68.4,135,+.014,150,+8.67,39,109.5,35,100.9,51,-1.14,196,1,0,0,0,0,0
Vermont 15,113,AE,23-10,+5.42,109.8,99,104.4,153,64.6,314,+.051,66,-3.68,251,103.4,256,107,252,+5.86,33,0,0,0,0,0,0
Houston 1,1,Amer,31-3,+28.82,118.4,11,89.6,4,63.3,343,+.025,122,+4.21,92,107.3,101,103.1,86,+0.63,152,1,1,0,0,0,0
Northern Kentucky 16,161,Horz,22-12,+0.52,103.3,217,102.8,121,62,358,+.053,62,-3.89,258,104.4,199,108.3,311,+4.21,60,0,0,0,0,0,0
Iowa 8,37,B10,19-13,+15.60,120.5,3,104.9,167,69.5,66,-0.042,281,+9.61,27,108.9,55,99.3,13,-2.09,234,0,0,0,0,0,0
Auburn 9,29,SEC,20-12,+17.45,112.7,48,95.2,29,67.6,165,-0.029,257,+9.73,24,109.5,40,99.7,17,+3.89,69,1,0,0,0,0,0
Miami FL 5,40,ACC,25-7,+14.91,118.2,12,103.3,132,68.9,105,+.017,141,+4.75,85,108,86,103.2,91,-2.77,258,1,1,1,1,0,0
Drake 12,66,MVC,27-7,+12.51,109.8,98,97.3,44,66.4,222,+.026,117,-1.65,194,104,225,105.7,180,-1.72,222,0,0,0,0,0,0
Indiana 4,30,B10,22-11,+17.36,114.7,27,97.3,43,68.1,142,+.022,129,+10.59,13,110.7,11,100.1,27,-3.4,271,1,0,0,0,0,0
Kent St. 13,71,MAC,28-6,+11.90,108.3,110,96.4,38,68.1,144,+.019,139,-1.42,189,106.3,114,107.7,288,+3.47,80,0,0,0,0,0,0
Iowa St. 6,23,B12,19-13,+18.33,109.9,96,91.6,8,64.3,326,-0.034,264,+12.88,4,112.4,1,99.5,14,-1.29,203,0,0,0,0,0,0
Pittsburgh 11,77,ACC,22-11,+11.27,115.1,24,103.8,142,67.3,174,+.030,101,+3.67,99,108.1,82,104.4,122,-2.92,260,1,0,0,0,0,0
Xavier 3,16,BE,25-9,+19.69,119.3,9,99.6,70,70.4,39,-0.004,208,+9.78,23,110.3,19,100.5,35,+3.89,70,1,1,0,0,0,0
Kennesaw St. 14,127,ASun,26-8,+3.64,106.3,153,102.7,116,68.5,118,+.147,2,-1.52,191,105.1,158,106.7,228,+5.05,48,0,0,0,0,0,0
Texas A&M; 7,25,SEC,25-9,+18.28,114.5,30,96.2,37,66.2,237,+.042,82,+7.83,53,108.8,58,100.9,52,-2.46,243,0,0,0,0,0,0
Penn St. 10,39,B10,22-13,+15.04,116.8,17,101.8,101,64.6,313,+.009,163,+9.72,25,109.6,33,99.9,19,-4.72,303,1,0,0,0,0,0
Texas 2,6,B12,26-8,+24.57,116.6,18,92,11,69.1,91,+.020,131,+12.11,8,111,5,98.9,6,-0.66,185,1,1,1,0,0,0
Colgate 15,114,Pat,26-8,+5.29,113,44,107.7,231,67.9,156,+.004,180,-7.69,335,100.7,336,108.4,316,-1.17,198,0,0,0,0,0,0
Kansas 1,9,B12,27-7,+23.14,114.6,29,91.5,7,69.3,79,+.106,10,+14.26,1,111.7,3,97.5,2,+6.82,22,1,0,0,0,0,0
Howard 16,215,MEAC,22-12,-3.21,103.7,204,106.9,212,69,99,+.096,15,-6.11,314,101.4,323,107.5,270,+0.26,161,0,0,0,0,0,0
Arkansas 8,20,SEC,20-13,+18.63,112.6,51,94,16,69.7,54,-0.072,327,+9.90,19,109.9,26,100,24,+3.73,75,1,1,0,0,0,0
Illinois 9,33,B10,20-12,+16.48,112.2,58,95.7,32,69.4,71,-0.045,287,+8.48,45,109.1,48,100.6,42,-6.02,323,0,0,0,0,0,0
Saint Mary's 5,11,WCC,26-7,+21.90,113.5,40,91.6,9,61.7,359,+.004,184,+6.38,73,110.2,20,103.8,104,+4.61,52,1,0,0,0,0,0
VCU 12,58,A10,27-7,+13.15,107.2,140,94,17,68,147,+.017,142,+0.47,135,105.1,157,104.7,136,-1.78,226,0,0,0,0,0,0
Connecticut 4,4,BE,25-8,+25.37,119.4,6,94.1,18,66.7,210,-0.061,312,+8.51,44,109.1,50,100.6,38,-1.39,207,1,1,1,1,1,1
Iona 13,74,MAAC,27-7,+11.71,110.9,79,99.1,67,68.9,102,-0.006,210,-3.8,254,102.6,287,106.4,209,+4.29,59,0,0,0,0,0,0
TCU 6,27,B12,21-12,+18.06,112.4,53,94.3,20,69.8,49,-0.034,267,+10.70,11,109.8,29,99.1,10,-7.05,336,1,0,0,0,0,0
Arizona St. 11,68,P12,22-12,+12.38,107.6,133,95.2,28,68.4,131,+.069,43,+8.69,38,108.9,54,100.3,31,+1.31,128,0,0,0,0,0,0
Gonzaga 3,8,WCC,28-5,+24.31,124,1,99.7,76,70.1,44,+.047,71,+7.49,60,110.2,21,102.7,77,+8.31,11,1,1,1,0,0,0
Grand Canyon 14,109,WAC,24-11,+5.99,112.3,54,106.3,198,65.2,293,+.042,84,+0.99,126,104.7,182,103.7,100,+0.09,171,0,0,0,0,0,0
Northwestern 7,42,B10,21-11,+14.83,108.5,109,93.7,13,64.9,305,+.033,94,+8.60,41,109.5,41,100.8,50,-4.22,291,1,0,0,0,0,0
Boise St. 10,31,MWC,24-9,+17.13,111,78,93.8,14,66.5,219,+.013,153,+7.60,57,109.5,38,101.9,68,+1.37,126,0,0,0,0,0,0
UCLA 2,2,P12,29-5,+27.63,114.9,25,87.2,1,66.3,230,-0.001,196,+9.00,33,109.7,32,100.7,44,+0.72,149,1,1,0,0,0,0
UNC Asheville 15,146,BSth,27-7,+1.51,104.1,195,102.6,115,68.5,121,+.152,1,-5.3,294,102.8,281,108.1,300,-0.57,183,0,0,0,0,0,0
