Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
N.C. State 10,30,ACC,22-10,+15.92,112.5,32,96.6,60,64.4,216,+.013,135,+6.74,52,107.1,36,100.3,78,-7.99,316,1,0,0,0,0,0
Texas 2,3,B12,30-7,+25.79,117.5,6,91.7,15,63.9,233,+.039,73,+7.79,35,106.1,55,98.3,14,-0.02,158,1,1,1,0,0,0
Penn 15,97,Ivy,20-9,+7.30,101.8,188,94.5,34,64.3,220,-.030,238,-5.06,254,100.0,272,105.0,227,+1.85,102,0,0,0,0,0,0
Memphis 1,6,CUSA,33-4,+23.54,113.2,22,89.6,6,70.8,17,-.007,185,+3.89,91,103.9,128,100.0,68,+7.82,26,1,1,1,0,0,0
Oral Roberts 16,112,MCon,21-12,+5.70,107.1,95,101.4,134,66.9,105,-.035,252,-3.45,219,102.8,174,106.2,289,+6.88,36,0,0,0,0,0,0
Arkansas 8,20,SEC,22-10,+18.47,112.2,34,93.8,29,66.0,133,-.062,293,+6.35,58,106.0,62,99.6,57,-4.78,274,0,0,0,0,0,0
Bucknell 9,58,Pat,27-5,+12.56,105.7,119,93.1,22,61.8,294,+.092,13,-3.17,214,100.2,265,103.4,167,+7.18,32,1,0,0,0,0,0
Pittsburgh 5,12,BE,25-8,+21.72,112.4,33,90.6,9,64.6,203,-.031,244,+7.81,34,108.0,21,100.1,72,-6.92,304,1,0,0,0,0,0
Kent St. 12,70,MAC,25-9,+10.54,108.3,77,97.8,82,65.7,142,+.017,123,+0.67,144,103.2,165,102.5,142,-1.52,198,0,0,0,0,0,0
Kansas 4,8,B12,25-8,+23.22,110.4,50,87.2,2,67.7,75,-.043,271,+6.03,64,106.0,63,99.9,65,-1.11,182,0,0,0,0,0,0
Bradley 13,25,MVC,22-11,+16.50,107.5,86,91.0,11,69.3,37,-.019,213,+6.94,46,105.4,74,98.5,19,-2.22,217,1,1,0,0,0,0
Indiana 6,34,B10,19-12,+15.53,110.0,58,94.4,33,66.5,118,-.012,197,+9.77,10,108.8,1,99.0,32,+2.17,91,1,0,0,0,0,0
San Diego St. 11,52,MWC,24-9,+12.78,112.8,29,100.0,114,66.1,130,-.001,170,+2.27,109,103.7,136,101.5,112,-2.20,216,0,0,0,0,0,0
Gonzaga 3,33,WCC,29-4,+15.64,119.1,2,103.5,174,66.3,121,+.036,79,+4.38,84,104.4,104,100.0,69,+7.98,25,1,1,0,0,0,0
Xavier 14,54,A10,21-11,+12.73,110.9,48,98.2,86,65.3,163,-.065,298,+1.91,117,103.6,148,101.6,117,-3.38,244,0,0,0,0,0,0
Marquette 7,36,BE,20-11,+15.36,112.8,27,97.4,78,68.1,67,-.012,196,+8.82,20,108.6,3,99.8,61,-1.71,202,0,0,0,0,0,0
Alabama 10,60,SEC,18-13,+12.48,112.8,28,100.3,118,63.4,249,+.005,153,+9.21,14,107.7,25,98.4,17,+1.60,115,1,0,0,0,0,0
UCLA 2,7,P10,32-7,+23.40,112.7,31,89.3,4,61.6,298,+.020,115,+8.30,27,107.4,31,99.1,37,+1.60,116,1,1,1,1,1,0
Belmont 15,165,ASun,20-11,-0.73,107.1,94,107.8,257,69.1,42,+.024,108,-8.62,311,99.7,275,108.4,326,+5.97,42,0,0,0,0,0,0
Connecticut 1,4,BE,30-4,+25.44,117.8,5,92.3,18,68.7,49,+.077,26,+8.98,18,107.4,29,98.4,16,-3.80,252,1,1,1,0,0,0
Albany 16,138,AE,21-11,+2.63,106.2,112,103.6,180,63.8,236,+.027,99,-5.65,265,99.6,277,105.3,245,+0.12,151,0,0,0,0,0,0
Kentucky 8,24,SEC,22-13,+17.13,114.4,19,97.3,75,64.1,228,-.001,173,+10.02,9,108.2,12,98.2,12,+3.02,74,1,0,0,0,0,0
UAB 9,56,CUSA,24-7,+12.65,109.1,71,96.5,59,68.5,53,+.058,45,+1.51,129,101.8,215,100.3,77,+0.98,127,0,0,0,0,0,0
Washington 5,15,P10,26-7,+20.09,114.8,16,94.7,38,71.6,10,+.007,151,+5.21,78,105.5,71,100.3,75,-7.56,313,1,1,0,0,0,0
Utah St. 12,69,WAC,23-9,+10.86,113.4,20,102.6,155,60.9,309,+.026,101,+1.59,127,102.8,177,101.2,99,-2.41,222,0,0,0,0,0,0
Illinois 4,9,B10,26-7,+23.20,114.5,18,91.3,12,62.1,283,-.019,212,+6.77,50,106.4,49,99.6,55,-4.52,268,1,0,0,0,0,0
Air Force 13,40,MWC,24-7,+14.87,113.2,21,98.3,89,54.7,332,-.001,172,+0.57,147,102.8,176,102.2,137,-6.63,300,0,0,0,0,0,0
Michigan St. 6,27,B10,22-12,+16.02,116.3,10,100.3,119,64.2,223,+.004,161,+8.89,19,106.4,48,97.5,3,-1.03,179,0,0,0,0,0,0
George Mason 11,22,CAA,27-8,+18.16,109.7,66,91.5,13,62.6,269,+.017,121,+4.11,88,105.3,77,101.2,101,+2.16,92,1,1,1,1,0,0
North Carolina 3,10,ACC,23-8,+22.16,115.9,13,93.7,28,70.2,23,-.010,191,+9.10,16,107.6,26,98.6,23,-0.83,176,1,0,0,0,0,0
Murray St. 14,89,OVC,24-7,+8.56,104.5,140,96.0,51,63.2,256,+.010,143,-5.31,259,102.3,196,107.6,320,+4.32,55,0,0,0,0,0,0
Wichita St. 7,26,MVC,26-9,+16.06,111.8,38,95.7,49,62.6,267,+.032,89,+6.03,65,104.7,96,98.7,26,+0.35,146,1,1,0,0,0,0
Seton Hall 10,86,BE,18-12,+9.06,106.5,107,97.4,77,65.7,138,+.086,17,+6.93,47,106.0,58,99.1,40,-1.81,206,0,0,0,0,0,0
Tennessee 2,17,SEC,22-8,+19.44,116.6,8,97.2,72,71.1,13,+.012,140,+9.44,13,108.0,20,98.5,20,-0.74,171,1,0,0,0,0,0
Winthrop 15,73,BSth,23-8,+10.27,104.4,141,94.2,31,64.0,232,-.027,231,-5.29,258,102.1,203,107.4,317,+8.15,23,0,0,0,0,0,0
