Name+Seed,Rank,Conference,W-L,AdjEM,AdjO,R_AdjO,AdjD,R_AdjD,AdjT,R_AdjT,Luck,R_Luck,AdjEM1,R_AdjEM1,OppO,R_OppO,OppD,R_OppD,AdjEM2,R_AdjEM2,W_64,W_32,W_16,W_8,W_4,W_2
Boston College 11,71,BE,20-12,+9.97,109.4,70,99.4,91,69.1,128,+.040,75,+6.41,58,105.3,102,98.9,22,-2.77,230,0,0,0,0,0,0
Mississippi St. 3,26,SEC,27-8,+18.25,111.4,43,93.1,20,67.9,174,+.107,6,+8.93,25,106.7,56,97.7,6,-0.96,187,1,0,0,0,0,0
McNeese St. 14,100,Slnd,20-9,+5.39,103.2,157,97.8,66,66.2,235,+.023,108,-4.60,244,99.6,258,104.2,197,+12.81,5,0,0,0,0,0,0
Wake Forest 7,30,ACC,21-13,+17.35,118.6,6,101.3,126,69.5,108,+.006,156,+11.24,9,109.1,12,97.9,7,+5.85,44,1,0,0,0,0,0
Pepperdine 10,62,WCC,21-9,+11.72,111.1,49,99.3,89,72.4,33,+.061,35,+3.96,95,105.7,87,101.7,102,+11.94,8,0,0,0,0,0,0
Oregon 2,9,P10,26-9,+22.97,119.2,3,96.3,40,71.1,61,-.041,255,+8.15,36,108.1,31,99.9,50,-3.30,245,1,1,1,0,0,0
Montana 15,210,BSky,14-15,-4.51,102.4,176,106.9,239,68.5,156,+.053,51,-1.95,199,103.2,168,105.2,236,+0.44,150,0,0,0,0,0,0
Duke 1,1,ACC,31-4,+34.19,121.0,1,86.8,1,74.5,8,-.027,223,+9.87,18,109.1,13,99.2,31,+6.66,34,1,1,0,0,0,0
Winthrop 16,219,BSth,17-12,-5.31,97.3,258,102.6,155,65.9,243,+.038,79,-10.73,311,97.0,313,107.7,304,-0.98,188,0,0,0,0,0,0
Notre Dame 8,19,BE,21-11,+19.27,116.1,14,96.8,52,68.6,149,-.087,307,+7.33,47,105.4,98,98.1,8,-1.55,205,1,0,0,0,0,0
Charlotte 9,40,CUSA,18-12,+15.73,114.2,23,98.5,77,66.8,214,-.008,185,+9.23,22,107.3,43,98.1,9,+6.48,36,0,0,0,0,0,0
Indiana 5,6,B10,25-12,+24.80,114.0,26,89.2,5,65.6,255,-.049,270,+14.11,2,110.8,2,96.7,2,+13.53,4,1,1,1,1,1,0
Utah 12,45,MWC,19-9,+14.08,111.4,44,97.3,57,62.1,314,+.010,140,+5.38,73,106.2,74,100.8,75,+1.57,123,0,0,0,0,0,0
USC 4,12,P10,22-10,+20.67,112.8,36,92.1,14,70.1,88,-.051,275,+9.30,21,109.2,10,99.9,51,+1.89,113,0,0,0,0,0,0
UNC Wilmington 13,65,CAA,23-10,+11.32,107.4,98,96.1,37,63.9,292,-.003,173,+0.83,141,103.2,169,102.4,119,+4.56,65,1,0,0,0,0,0
California 6,37,P10,23-9,+16.03,109.8,66,93.7,25,66.6,220,+.088,12,+7.89,42,107.9,36,100.0,53,-5.85,285,1,0,0,0,0,0
Penn 11,58,Ivy,25-7,+12.23,110.2,60,98.0,68,65.6,252,-.019,200,-2.38,210,101.9,212,104.3,202,+0.99,136,0,0,0,0,0,0
Pittsburgh 3,16,BE,29-6,+19.94,112.1,39,92.2,15,63.8,293,+.000,172,+3.12,103,103.7,150,100.6,71,-12.06,325,1,1,0,0,0,0
Central Connecticut 14,150,NEC,27-5,+0.93,100.6,202,99.7,96,64.0,291,+.137,3,-11.95,318,97.4,307,109.3,323,-4.99,271,0,0,0,0,0,0
Oklahoma St. 7,38,B12,23-9,+15.80,107.9,88,92.1,13,66.0,241,+.047,64,+7.11,51,107.8,38,100.7,73,+0.53,149,0,0,0,0,0,0
Kent St. 10,14,MAC,29-6,+20.39,116.7,8,96.4,42,64.7,278,+.008,150,+3.11,104,106.0,77,102.9,141,+2.99,90,1,1,1,0,0,0
Alabama 2,22,SEC,27-8,+18.73,114.0,24,95.3,32,68.0,170,+.076,21,+8.59,29,107.1,46,98.5,15,-1.56,206,1,0,0,0,0,0
Florida Atlantic 15,191,ASun,18-12,-2.50,99.6,220,102.1,142,70.2,82,+.060,38,-4.94,247,101.9,213,106.9,289,-4.52,267,0,0,0,0,0,0
Cincinnati 1,2,CUSA,31-4,+30.19,118.1,7,87.9,3,67.4,194,+.002,165,+6.58,57,106.3,66,99.7,42,+3.48,80,1,0,0,0,0,0
Boston University 16,194,AE,22-10,-2.74,101.3,192,104.0,187,64.5,282,+.102,7,-9.18,299,97.5,305,106.6,284,+0.25,154,0,0,0,0,0,0
UCLA 8,35,P10,21-12,+16.34,113.7,27,97.3,58,68.1,167,+.048,62,+12.00,6,110.1,7,98.1,10,+8.58,20,1,1,0,0,0,0
Mississippi 9,34,SEC,19-11,+16.68,113.3,31,96.7,48,64.7,279,-.040,253,+7.32,48,105.9,80,98.6,16,-6.23,292,0,0,0,0,0,0
Miami FL 5,39,BE,24-8,+15.77,110.5,56,94.7,30,69.1,129,+.017,118,+5.75,67,105.0,109,99.3,32,-5.03,273,0,0,0,0,0,0
Missouri 12,29,B12,24-12,+17.49,116.2,12,98.7,81,70.1,89,-.010,189,+7.92,41,108.0,34,100.0,54,-0.39,166,1,1,1,0,0,0
Ohio St. 4,17,B10,24-8,+19.76,116.4,11,96.6,47,66.8,215,+.005,159,+7.51,46,106.6,58,99.1,27,-1.26,196,1,0,0,0,0,0
Davidson 13,119,SC,18-10,+3.70,101.5,187,97.8,64,65.1,271,+.142,1,+1.80,125,104.2,131,102.4,124,+9.42,13,0,0,0,0,0,0
Gonzaga 6,24,WCC,28-4,+18.51,115.6,18,97.1,53,68.5,155,+.049,61,+1.12,133,103.7,147,102.6,130,+4.04,75,0,0,0,0,0,0
Wyoming 11,67,MWC,22-9,+11.01,107.8,91,96.7,50,69.0,136,+.032,92,+3.51,100,105.5,94,102.0,109,-5.47,282,1,0,0,0,0,0
Arizona 3,13,P10,24-10,+20.54,119.3,2,98.8,82,71.1,59,+.079,15,+14.22,1,111.3,1,97.1,3,+17.56,1,1,1,0,0,0,0
UC Santa Barbara 14,77,BW,19-11,+8.87,108.2,81,99.3,90,63.4,296,-.058,284,+0.45,146,103.1,175,102.6,134,+3.37,82,0,0,0,0,0,0
Xavier 7,23,A10,26-6,+18.60,111.2,48,92.6,17,67.0,206,+.051,54,+5.09,76,106.7,55,101.6,95,+5.37,47,1,0,0,0,0,0
Hawaii 10,51,WAC,26-6,+13.15,110.3,58,97.2,55,65.6,253,+.007,154,-0.72,178,102.8,188,103.5,173,-9.70,319,0,0,0,0,0,0
Oklahoma 2,5,B12,31-5,+26.04,114.9,20,88.9,4,66.5,228,+.043,69,+8.77,26,109.0,15,100.2,62,-0.45,169,1,1,1,1,0,0
Illinois Chicago 15,118,Horz,18-14,+3.85,108.9,74,105.0,208,67.5,191,+.040,74,+1.84,124,104.1,136,102.2,118,+0.66,145,0,0,0,0,0,0
